Label,Type,CLO_C,CLO_M,CL_C,CL_M,UBERON_C,UBERON_M,BTO_C,BTO_M
LNCaP_prostate_carcinoma_SHFOXA1_R1881,CL,LNCAP cell,LNCAP cell,epithelial cell of prostate,-,prostate gland,prostate gland,LNCaP cell,prostate gland
IMR90_lung_fibroblasts_SENES_SHP53,CL,IMR-90 cell,IMR-90 cell,fibroblast of lung,-,lung,lung,IMR-90 cell,lung
V389,CL,-,cell line cell,colon epithelial cell,obsolete immortal cell line cell,colon,naris,-,"culture condition:2,5-dihydroxybenzoate-grown cell"
LNCaP_prostate_carcinoma_DHT24H_SHFOXA1,CL,LNCAP cell,LNCAP cell,epithelial cell of prostate,-,prostate gland,prostate gland,LNCaP cell,prostate gland
HL-60_CTRL,CL,HL-60 cell,HL-60 cell,myeloid cell,-,blood,-,HL-60 cell,-
GIST882_Gastrointestinal_stromal_tumor,CL,-,cell line cell,neural cell,-,digestive tract,anatomical structure,-,HT-29 cell
T (PB),CL,-,immortal neuroendocrine cell line cell,T cell,obsolete immortal cell line cell,blood,brain,T-lymphocyte,bile
SKMEL30,CL,SK-MEL-30 cell,mixed suspension,melanocyte,odontoblast,skin epidermis,brain,SK-MEL-30 cell,inferior cervical ganglion
RL_WT_gRNA1,CL,RL cell,cell line co-expression,B cell,cell,blood,major vestibular gland,RL cell,"tissues, cell types and enzyme sources"
mesothelioma cell line:ACC-MESO-1,CL,RCB2292 cell,mesothelioma cell line,meso-epithelial cell,cell line,pleura,-,H-MESO-1 cell,mesothelioma cell
RH18,CL,-,mixed adherent and suspension cell line culturing,bronchial smooth muscle cell,neural crest derived fibroblast,alveolar smooth muscle,obsolete villus,Rh-18 cell,pars recta
GM06990,CL,GM06990 cell,GM06990 cell,B cell,-,blood,-,-,-
NB4,CL,NB-4 cell,NB-4 cell,myeloid cell,-,blood,-,NB-4 cell,-
GP5d_colon_adenocarcinoma,CL,GP5d cell,GP5d cell,colon epithelial cell,-,colon,colon,-,colon
GM13977_female_B-cells,CL,GM13977 cell,GM13977 cell,B cell,-,blood,female organism,-,-
M0-91_acute_myeloid_leukemia_27A_100UM,CL,-,cell line cell culturing,myeloid cell,cell,blood,processual entity,MO-91 cell,"tissues, cell types and enzyme sources"
SUM149,CL,SUM149PT cell,immortal myoblast cell line cell,mammary gland epithelial cell,-,breast,vas deferens,SUM-149PT cell,-
H82,CL,NCI-H82 cell,cell line,epithelial cell of lung,obsolete immortal cell line cell,lung,anatomical structure,NCI-H82 cell,apical meristem
AsPC1 WT,CL,AsPC-1 cell,ATCC cell line cell,epithelial cell of pancreas,obsolete native cell,pancreas,blastopore,AsPC-1 cell,bladder
MDAMB231,CL,MDA-MB-231 cell,immortal epithelial cell line of pancreas cell,mammary gland epithelial cell,-,breast,organ subunit,MDA-MB-231 cell,cambium
iPS DF 6.9 cells,CL,human induced pluripotent stem cell line cell,cell line co-expression,pluripotent stem cell,cell,-,organ,-,fungal cell line
ES-I3 cells,CL,-,immortal neuroendocrine cell line cell,embryonic stem cell,milk secreting cell,embryo,anatomical space,-,cyst
KYAE1,CL,-,cell line cell,epithelial cell of esophagus,-,esophagus,uterine cervix,-,-
HeLa_2_high,CL,HeLa cell,HeLa cell,epithelial cell of cervix,-,uterine cervix,-,HeLa cell,-
MDA-MB-231,CL,MDA-MB-231 cell,MDA-MB-231 cell,mammary gland epithelial cell,-,breast,-,MDA-MB-231 cell,-
A549 TEAD2 shRNA TGFb,CL,A549 cell,A549 cell,epithelial cell of lung,-,lung,-,A-549 cell,-
GM09237,CL,GM09237 cell,GM09237 cell,B cell,-,blood,-,-,-
RT242,CL,-,ATCC cell line cell,-,primary cultured cell,kidney,tube,-,culture condition:4-methylmuconolactone-grown cell
NMFH-1,CL,RCB2346 cell,RCB2346 cell,fibroblast,-,knee,-,-,-
SNU484,CL,-,immortal dendritic cell line cell,glandular epithelial cell of stomach,glandular epithelial cell of stomach,stomach,limb,SNU-484 cell,motoneuron
MCF10CA1a_breast_metastatic_epithelial_cells,CL,MCF 10A cell,-,mammary gland epithelial cell,mammary gland epithelial cell,breast,breast,-,
kelly_DMSO_3h,CL,KELLY cell,KELLY cell,neuroblast (sensu Vertebrata),-,brain,-,KELLY cell,-
gastric adenocarcinoma cell line:MKN45,CL,MKN28 cell,RCB1001 cell,glandular epithelial cell of stomach,-,stomach,-,MKN-28 cell,gastric adenocarcinoma cell line
BT20,CL,BT-20 cell,BT-20 cell,mammary gland epithelial cell,-,breast,-,BT-20 cell,-
testicular germ cell embryonal carcinoma cell line:NEC14,CL,RCB0490 cell,RCB0490 cell,male germ cell,male germ cell,testis,-,carcinoma cell line,carcinoma cell line
SU-DHL-4,CL,SU-DHL-4 cell,SU-DHL-4 cell,B cell,-,blood,-,SU-DHL-4 cell,-
PrEC,CL,-,immortal endocrine cell line cell,epithelial cell of prostate,germ line stem cell,prostate gland,multicellular organism,NPrEC cell,achene
IMR-90,CL,IMR-90 cell,IMR-90 cell,fibroblast of lung,-,lung,-,IMR-90 cell,-
diffuse large B-cell lymphoma cell line:CTB-1,CL,RCB1316 cell,RCB1316 cell,B cell,B cell,blood,-,diffuse large B-cell lymphoma cell line,diffuse large B-cell lymphoma cell line
NCI0075,CL,-,Ba/F3 cell line EpoR and JAK2V617F co-expression,-,primary cultured cell,skeletal muscle tissue,multicellular organism,-,colon transversum
226LDM_normal_breast_luminal_cells,CL,-,-,luminal epithelial cell of mammary gland,-,breast,breast,-,breast
SW620_colon_adenocarcinoma,CL,SW620 cell,SW620 cell,colon epithelial cell,-,colon,colon,SW-620 cell,colon
KOPN-8,CL,KOPN-8 cell,KOPN-8 cell,B cell,-,blood,-,-,-
OACM5.1,CL,-,cell line cell,epithelial cell of esophagus,obsolete immortal cell line cell,esophagus,naris,-,"culture condition:2,5-dihydroxybenzoate-grown cell"
NCI-H378_p8-15,CL,NCI-H378 cell,NCI-H378 cell,epithelial cell of lung,-,lung,processual entity,-,-
SW872_TAZ_CAMTA1,CL,SW 872 cell,SW 872 cell,adipocyte,-,connective tissue,-,SW-872 cell,-
adenocarcinoma cell line:IM95m,CL,-,cell line,epithelial cell of stomach,cell,stomach,-,adenocarcinoma cell,adenocarcinoma cell
BJ,CL,BJ cell,immortal multi fate stem cell line cell,foreskin fibroblast,primary cultured cell,prepuce of penis,multicellular organism,BJ cell,intestinal cell line
RL95-2,CL,RL95-2 cell,RL95-2 cell,epithelial cell of uterus,-,endometrium,-,RL95-2 cell,-
Y79,CL,Y79 cell,Y79 cell,-,-,retina,-,-,-
mesothelioma cell line:Mero-84,CL,-,cell line,mesothelial cell,cell,lung,-,mesothelioma cell line,mesothelioma cell line
gm19240,CL,GM19240 cell,GM19240 cell,B cell,-,blood,-,-,-
signet ring carcinoma cell line:NUGC-4,CL,RCB1939 cell,RCB1939 cell,epithelial cell of stomach,-,stomach,-,NUGC-4 cell,carcinoma cell line
iPS_19.11,CL,human induced pluripotent stem cell line cell,immortal hybrid cell line cell,pluripotent stem cell,cell,-,anatomical wall,-,gastric adenocarcinoma cell
A549_dexamethasone_12h,CL,A549 cell,A549 cell,epithelial cell of lung,-,lung,-,A-549 cell,-
anaplastic large cell lymphoma cell line:Ki-JK,CL,-,cell line,lymphocyte,cell,blood,-,anaplastic large cell lymphoma cell line,anaplastic large cell lymphoma cell line
H1 Derived Mesenchymal Stem Cells,CL,-,-,mesenchymal stem cell,-,mesenchyme,larval stage,mesenchymal stem cell,stem
H1 Derived Neuronal Progenitor Cultured Cells,CL,-,immortal mouse liver cell line,neural progenitor cell,epithelial cell,embryo,vas deferens,-,crop
Molt4,CL,MOLT-4 cell,immortal cat cell line cell,T cell,cultured cell,blood,major vestibular gland,MOLT-4 cell,intestinal cell line
squamous cell carcinoma cell line:T3M-5,CL,RCB1012 cell,RCB1012 cell,squamous epithelial cell,cell,thyroid gland,-,squamous cell carcinoma cell line,squamous cell carcinoma cell line
SVOG3e_cells_Dox_12h_transduced with V5-FOXL2 C134W,CL,-,immortal mouse cell line cell,granulosa cell,astrocyte,ovary,multicellular organism,-,pheochromocytoma cell line
du145,CL,DU 145 cell,RCB2143 cell,epithelial cell of prostate,-,prostate gland,-,DU-145 cell,-
leiomyoma cell line:10964C,CL,-,cell line,smooth muscle cell,cell,uterus,-,leiomyoma cell,leiomyoma cell
DAUDI,CL,Daudi cell,Daudi cell,B cell,-,blood,-,DAUDI cell,-
BE2C_DMSO,CL,-,mixed suspension,neuroblast (sensu Vertebrata),stellate neuron,brain,multicellular organism,SK-N-BE(2)C cell,caudate putamen
MDA-MB-231-Erbeta_E2_TNFa,CL,MDA-MB-231 cell,MDA-MB-231 cell,mammary gland epithelial cell,-,breast,-,MDA-MB-231 cell,-
DHL-9,CL,-,immortal Sertoli cell line cell,B cell,obsolete native cell,blood,immaterial anatomical entity,DHL-9 cell,amastigote
ZR_75_1,CL,-,cell line cell,mammary gland epithelial cell,obsolete immortal cell line cell,breast,naris,ZR-75-1 cell,"culture condition:2,5-dihydroxybenzoate-grown cell"
U2OS_osteosarcoma_SHRCTR,CL,U-2 OS cell,U-2 OS cell,bone cell,-,bone tissue,brain,U2-OS cell,-
LNCaP_prostate_carcinoma_SIFOXA1_TNFA,CL,LNCAP cell,LNCAP cell,epithelial cell of prostate,-,prostate gland,prostate gland,LNCaP cell,prostate gland
NCI-H1963,CL,NCI-H1963 cell,NCI-H1963 cell,epithelial cell of lung,-,lung,-,NCI-H1963 cell,-
BIN-67_SMARCA4.T910M,CL,-,Ba/F3 cell line EpoR and JAK2V617F co-expression,-,obsolete native cell,ovary,,-,connective tissue
JR1 shCtrl,CL,-,mouse immortal cell line cell,-,neural crest derived fibroblast,muscle structure,vas deferens,-,"culture condition:1,4-dichlorobenzene-grown cell"
EndoC-BH1_human_pancreatic_beta_cell_line,CL,-,-,type B pancreatic cell,neuron,pancreas,skin epidermis,-,-
Burkitt's lymphoma cell line:RAJI,CL,Raji cell,Raji cell,B cell,-,blood,-,RAJI cell,Burkitt lymphoma cell line
retinoblastoma cell line:Y79,CL,Y79 cell,Y79 cell,-,-,retina,-,retinoblastoma cell line,retinoblastoma cell line
Colo205,CL,COLO 205 cell,RCB2127 cell,colon epithelial cell,-,colon,-,Colo-205 cell,-
ONE58,CL,-,cell line cell,mesothelial cell of pleura,obsolete immortal cell line cell,pleura,naris,-,"culture condition:2,5-dihydroxybenzoate-grown cell"
HASM2_Human_airway_smooth_muscle_2,CL,-,-,smooth muscle cell,-,respiratory system smooth muscle,respiratory system smooth muscle,-,muscle
A549_0h_sciCAR,CL,A549 cell,A549 cell,epithelial cell of lung,-,lung,-,A-549 cell,-
JEG-3,CL,JEG-3 cell,JEG-3 cell,epithelial cell,-,placenta,-,JEG-3 cell,-
KM12SM,CL,-,immortal cat cell line cell,colon epithelial cell,B cell,colon,,-,bladder
786-O_empty_vector,CL,786-O cell,786-O cell,kidney cell,-,kidney,-,-,-
acute myeloid leukemia (FAB M7) cell line:M-MOK,CL,RCB2534 cell,RCB2534 cell,megakaryocyte progenitor cell,cell,bone marrow,-,-,-
TC-797,CL,-,immortal neuroblast cell line cell,squamous epithelial cell,glial cell,thymus,lens of camera-type eye,-,bladder
A375,CL,A-375 cell,A-375 cell,epidermal melanocyte,-,skin epidermis,-,A-375 cell,-
U-937 DE-4,CL,RCB0435 cell,U-937 cell,monocyte,-,blood,-,U-937 cell,-
T3M4 wt,CL,RCB1021 cell,cell line cell,epithelial cell of pancreas,obsolete immortal cell line cell,pancreas,naris,T3M4 cell,"culture condition:2,5-dihydroxybenzoate-grown cell"
HepG2 hepatocellular carcinoma,CL,Hep G2 cell,Hep G2 cell,hepatocyte,-,liver,bronchial artery,Hep-G2 cell,abdomen
MCF7_FASR,CL,MCF7 cell,MCF7 cell,mammary gland epithelial cell,-,breast,-,MCF-7 cell,-
U-937,CL,U-937 cell,U-937 cell,monocyte,-,blood,-,-,-
CLB-GA-control,CL,-,immortal neuroblast cell line cell,neuroblast (sensu Vertebrata),obsolete native cell,nervous system,obsolete villus,-,zona fasciculata
DUCaP_prostate_carcinoma,CL,-,-,epithelial cell of prostate,-,prostate gland,prostate gland,-,prostate gland
lung adenocarcinoma cell line:PC-14,CL,PC-14 cell,PC-14 cell,epithelial cell of lung,cell,lung,lung,PC-14 cell,lung adenocarcinoma cell line
NCCIT_testicular_embryonic_carcinoma,CL,NCCIT cell,NCCIT cell,pluripotent stem cell,-,mediastinum testis,lung,NCCIT cell,SW-1088 cell
293T_2_high,CL,HEK293T cell,HEK293T cell,kidney epithelial cell,-,kidney,-,HEK-293T cell,-
MDA-MB-453_breast_adenocarcinoma_DHT,CL,MDA-MB-453 cell,MDA-MB-453 cell,mammary gland epithelial cell,-,breast,breast,MDA-MB-453 cell,breast
JB6_Human_anaplastic_large_cell_lymphoma,CL,-,-,lymphocyte,cell,blood,-,-,"tissues, cell types and enzyme sources"
HUVEC-C_HUVEC_umbilical_vein_endothelial_cells_TNF_0M,CL,HUV-EC-C cell,HUV-EC-C cell,endothelial cell of umbilical vein,-,umbilical cord,vein,HUVEC cell,HUVEC cell
SK-N-MC_Askin_tumor_SHGFP_96H,CL,SK-N-MC cell,SK-N-MC cell,neuroblast (sensu Vertebrata),-,brain,vas deferens,SK-N-MC cell,-
gm19238,CL,GM19238 cell,GM19238 cell,B cell,-,blood,-,-,-
H1-NPC,CL,-,immortal thyrotroph cell line cell,neural progenitor cell,non keratinizing barrier epithelial cell,embryo,material anatomical entity,-,dental follicle
H3396_breast_carcinoma,CL,-,-,mammary gland epithelial cell,-,breast,breast,-,breast
MCF-10A,CL,MCF 10A cell,MCF 10A cell,mammary gland epithelial cell,-,breast,-,-,-
CRL-7250,CL,-,immortal leukocyte cell line cell,fibroblast,primary cultured cell,connective tissue,obsolete villus,-,meninx
WPMY-1,CL,WPMY-1 cell,WPMY-1 cell,prostate stromal cell,-,prostate gland,-,WPMY-1 cell,-
ps15-u2os-eto,CL,U-2 OS cell,U-2 OS cell,bone cell,-,bone tissue,-,U2-OS cell,-
T24_1_low,CL,T24 cell,T24 cell,bladder cell,-,urinary bladder,-,T-24 cell,-
SW-13,CL,SW-13 cell,SW-13 cell,adrenal gland glandular cell,-,adrenal gland cortex zone,-,-,-
HPBALL,CL,HPB-ALL cell,immortal myofibroblast cell line cell,T cell,macrophage,blood,minor vestibular gland,HPB-ALL cell,organism form
A-375,CL,A-375 cell,A-375 cell,epidermal melanocyte,-,skin epidermis,-,A-375 cell,-
SK-BR-3_breast_adenocarcinoma_EGF,CL,SK-BR-3 cell,SK-BR-3 cell,mammary gland epithelial cell,-,breast,breast,SK-BR-3 cell,breast
RCC_7860_Renal_cell_carcinoma,CL,786-O cell,cell line cell culturing,kidney cell,cell,kidney,processual entity,-,"tissues, cell types and enzyme sources"
HUES8 WT,CL,-,immortal neuroendocrine cell line cell,embryonic stem cell,-,embryo,major vestibular gland,-,-
B-CPAP,CL,B-CPAP cell,B-CPAP cell,epithelial cell of thyroid gland,-,thyroid gland,-,B-CPAP cell,-
esc-h1-3il,CL,Line H1 cell,-,embryonic stem cell,embryonic stem cell,embryo,-,hESC cell,-
iPS-18 Cells,CL,-,mixed suspension,pluripotent stem cell,primary cultured cell,-,vas deferens,-,subarachnoid space
SF9402,CL,-,cell line cell,-,obsolete immortal cell line cell,brain,naris,-,"culture condition:2,5-dihydroxybenzoate-grown cell"
NKM-1,CL,NKM-1 cell,NKM-1 cell,myeloid cell,-,blood,-,-,-
IMR-90_senescent,CL,IMR-90 cell,IMR-90 cell,fibroblast of lung,-,lung,anatomical wall,IMR-90 cell,-
OPK,CL,-,mouse immortal cell line cell,kidney cell,epithelial cell,kidney,brain,-,HT-29 cell
SK-N-BE_2_-C_resistant_vehicle,CL,SK-N-BE(2)-C cell,suspension cell line cell,neuroblast (sensu Vertebrata),-,nervous system,anatomical system,SK-N-BE(2)C cell,-
GM06170_fetal_skin_fibroblasts,CL,GM06170 cell,GM06170 cell,skin fibroblast,-,skin epidermis,skin epidermis,-,skin
U2OS_siNC,CL,U-2 OS cell,U-2 OS cell,bone cell,-,bone tissue,-,U2-OS cell,-
H1_Derived_Neuronal_Progenitor_Cultured_Cells,CL,-,immortal glandular epithelial cell line cell,neural progenitor cell,macrophage,embryo,vas deferens,-,ring gland
Hs 132.T,CL,Hs 132.T cell,Hs 132.T cell,fibroblast,-,connective tissue,-,-,-
leiomyoma cell line:15425,CL,-,cell line,smooth muscle cell,cell,uterus,-,leiomyoma cell,leiomyoma cell
H9_Null+EZH2,CL,H9 cell,immortal electrically active cell line cell,T cell,cell,blood,anatomical space,H-9 cell,abdominal ganglion
H1-ESC,CL,Line H1 cell,cell line cell culturing,embryonic stem cell,embryonic stem cell,embryo,processual entity,hESC cell,-
RS4_11_DMSO_4h,CL,RS4;11 cell,immortal multi fate stem cell line cell,lymphocyte of B lineage,primary cultured cell,bone marrow,anatomical structure,RS4-11 cell,rectal cancer cell
H69_TGF beta_16h_1,CL,NCI-H69 cell,NCI-H69 cell,epithelial cell of lung,-,lung,-,NCI-H69 cell,-
MOLT-4,CL,MOLT-4 cell,MOLT-4 cell,T cell,-,blood,-,MOLT-4 cell,-
CCLP1,CL,-,cell line cell,duct epithelial cell,obsolete immortal cell line cell,bile duct,naris,CCLP-1 cell,"culture condition:2,5-dihydroxybenzoate-grown cell"
MM1S,CL,MM.1S cell,immortal polygonal cell line cell,lymphocyte of B lineage,primary cultured cell,blood,material anatomical entity,MM1-S cell,"culture condition:1,4-dichlorobenzene-grown cell"
1_H1_ESCs_with_99_fibroblsat,CL,Line H1 cell,cell line cell,embryonic stem cell,obsolete immortal cell line cell,embryo,naris,hESC cell,"culture condition:2,5-dihydroxybenzoate-grown cell"
UCLA1-hESCs,CL,-,immortal neurecto-epithelial cell line cell,embryonic stem cell,cell,embryo,anatomical wall,-,antenna
chronic lymphocytic leukemia (T-CLL) cell line:SKW-3,CL,SKW-3 cell,SKW-3 cell,T cell,cell,blood,-,SKW-3 cell,-
HCC1954_Parental,CL,HCC1954 cell,HCC1954 cell,mammary gland epithelial cell,-,breast,-,HCC-1954 cell,-
MCF7_WS8_cells,CL,MCF7 cell,MCF7 cell,mammary gland epithelial cell,-,breast,-,-,-
M112,CL,-,adherent cell line cell,bone cell,primary cultured cell,bone tissue,major vestibular gland,-,zona fasciculata
SET2_Adult_acute_megakaryoblastic_leukemia_Homo_Sapiens,CL,-,cell line cell culturing,megakaryocyte progenitor cell,-,bone marrow,adult organism,-,adult
OCI_LY7,CL,-,immortal multinucleate cell line cell,B cell,neuron associated cell (sensu Vertebrata),blood,left adrenal gland,OCI-LY7 cell,cervicovaginal cell
DND41,CL,DND-41 cell,immortal myofibroblast cell line cell,T cell,hematopoietic stem cell,blood,major vestibular gland,-,bone
HEK293A_empty-vector_DMSO_6h,CL,HEK293,clusters in suspension cell line culturing,kidney epithelial cell,cell,kidney,anatomical wall,HEK-293 cell,"tissues, cell types and enzyme sources"
BLUE1,CL,-,cell line cell,B cell,obsolete immortal cell line cell,blood,naris,-,"culture condition:2,5-dihydroxybenzoate-grown cell"
ES-I3_Cell_Line,CL,-,-,embryonic stem cell,cell,embryo,-,-,-
hepatocellular carcinoma cell line: HepG2 ENCODE biol_rep2,CL,Hep G2 cell,Hep G2 cell,hepatocyte,cell,liver,-,Hep-G2 cell,hepatoma cell line
BxPC3_sgNEG,CL,BxPC-3 cell,immortal Leydig cell line cell,epithelial cell of pancreas,cell,pancreas,processual entity,BxPC-3 cell,"tissues, cell types and enzyme sources"
H9 Derived Neuron Cultured Cells,CL,-,cell line cell culturing,neuron,neuron,nervous system,processual entity,-,neuron
CLL1252,CL,-,ATCC cell line cell,lymphocyte,primary cultured cell,blood,anatomical system,-,aorta
HUES48,CL,-,cell line cell,embryonic stem cell,obsolete immortal cell line cell,embryo,naris,-,"culture condition:2,5-dihydroxybenzoate-grown cell"
RH4_sgBRG1,CL,-,immortal neuroblast cell line cell,bronchial smooth muscle cell,cell,alveolar smooth muscle,multicellular organism,Rh-4 cell,-
M0-91_acute_myeloid_leukemia,CL,-,cell line cell culturing,myeloid cell,cell,blood,processual entity,MO-91 cell,"tissues, cell types and enzyme sources"
KOPT-K1,CL,-,cell line cell,T cell,obsolete immortal cell line cell,blood,naris,KOPT-K1 cell,"culture condition:2,5-dihydroxybenzoate-grown cell"
LHSAR_prostate_epithelial_cells_LACZ,CL,-,-,epithelial cell of prostate,epithelial cell of prostate,prostate gland,prostate gland,-,prostate gland
HeLa-B2_TA,CL,HeLa cell,HeLa cell,epithelial cell of cervix,-,uterine cervix,anatomical structure,-,-
293 HEK,CL,HEK293,HEK293,kidney epithelial cell,-,kidney,-,HEK-293 cell,-
PC-3,CL,PC-3 cell,PC-3 cell,epithelial cell of prostate,-,prostate gland,-,PC-3 cell,-
heat shocked K562,CL,K-562 cell,K-562 cell,myeloid cell,-,bone marrow,-,K-562 cell,-
MCF7_Invasive_ductal_breast_carcinoma_MRNAHIST,CL,MCF7 cell,MCF7 cell,mammary gland epithelial cell,-,breast,breast,MCF-7 cell,breast
LNCaP_prostate_carcinoma_SHCTR,CL,LNCAP cell,LNCAP cell,epithelial cell of prostate,-,prostate gland,prostate gland,LNCaP cell,prostate gland
MDA-MB-134-VI,CL,MDA-MB-134-VI cell,MDA-MB-134-VI cell,mammary gland epithelial cell,-,breast,-,-,-
hESC-1_Embryonic_stem_cells_PRIMED,CL,Line H1 cell,human embryonic stem cell line cell,embryonic stem cell,-,embryo,-,hESC cell,stem
K-562,CL,K-562 cell,K-562 cell,myeloid cell,-,bone marrow,-,K-562 cell,-
P493-6,CL,-,immortal Langerhans cell line cell,B cell,cell,blood,obsolete cell part,P493-6 cell,bone
BC3_TPA_4H,CL,BC-3 cell,BC-3 cell,B cell,-,blood,-,BC-3 cell,-
TC71_WT,CL,TC-71 cell,immortal neuroendocrine cell line cell,bone cell,cell,bone tissue,anatomical structure,TC-71 cell,-
SW403,CL,SW403 cell,SW403 cell,colon epithelial cell,-,colon,-,SW-403 cell,-
GM10266_male_B-cells,CL,GM10266 cell,GM10266 cell,B cell,-,blood,male organism,-,-
WA01,CL,-,cell line cell,embryonic stem cell,obsolete immortal cell line cell,embryo,naris,WA-01 cell,"culture condition:2,5-dihydroxybenzoate-grown cell"
A549 TGFb,CL,A549 cell,A549 cell,epithelial cell of lung,-,lung,-,A-549 cell,-
small-cell gastrointestinal carcinoma cell line:ECC4,CL,RCB0982 cell,RCB0982 cell,epithelial cell of large intestine,cell,rectum,-,carcinoma cell line,carcinoma cell line
GM19239_male_B-cells_lymphoblastoid_cell_line,CL,GM19239 cell,GM19239 cell,B cell,cell,blood,male organism,-,-
MDA-MB-361,CL,MDA-MB-361 cell,MDA-MB-361 cell,mammary gland epithelial cell,-,breast,-,MDA-MB-361 cell,-
CAPAN1,CL,Capan-1 cell,immortal muscle precursor cell line cell,pancreatic ductal cell,CL_0000139,exocrine pancreas,renal system,CAPAN-1 cell,bladder
MCF7L-P,CL,-,cell line co-expression,mammary gland epithelial cell,cultured cell,breast,obsolete embryo stage part,-,digestive gland
HFL-1,CL,HFL cell,HFL cell,fibroblast of lung,-,lung,Henle's fiber layer,HFL-1 cell,-
leiomyoblastoma cell line:G-402,CL,G-402 cell,G-402 cell,kidney cell,cell,kidney,-,G-402 cell,-
GM18508,CL,GM18508 cell,GM18508 cell,B cell,-,blood,-,-,-
Hep-3B2-1-7,CL,Hep 3B2.1-7 cell,immortal pars distalis of adenohypophysis acidophil cell line cell,hepatocyte,obsolete passage cell,liver,chitin-based cuticle,-,kidney cell line
RWPE1,CL,RWPE-1 cell,cell line cell,epithelial cell of prostate,obsolete immortal cell line cell,prostate gland,naris,RWPE-1 cell,"culture condition:2,5-dihydroxybenzoate-grown cell"
C666-1,CL,-,Ba/F3 cell line EpoR and JAK2V617F co-expression,-,obsolete native cell,nasopharynx,,C666-1 cell,culture condition:2-aminobenzenesulfonate-grown cell
SKNDZ,CL,SK-N-DZ cell,immortal human T cell line cell,neuroblast (sensu Vertebrata),glioblast,brain,major vestibular gland,SK-N-DZ cell,achene
MDA-MB-231p27CK-DD_breast_cancer_cells_phosphimimetic_p27_cell_line,CL,MDA-MB-231 cell,-,mammary gland epithelial cell,cell,breast,breast,MDA-MB-231 cell,breast
MCF7_Invasive_ductal_breast_carcinoma,CL,MCF7 cell,MCF7 cell,mammary gland epithelial cell,-,breast,breast,MCF-7 cell,breast
HEK,CL,-,immortal neuroblast cell line cell,kidney cell,primary cultured cell,kidney,anatomical wall,embryonic kidney cell line,culture condition:3-methylcrotonoyl-CoA-grown cell
TC32,CL,-,mouse immortal cell line cell,-,erythrocyte,musculoskeletal system,material anatomical entity,TC-32 cell,pars recta
GM20000_B-cells,CL,GM20000 cell,GM20000 cell,B cell,-,blood,organ,-,-
iPSC,CL,induced pluripotent stem cell line cell,induced pluripotent stem cell line cell,pluripotent stem cell,-,-,anatomical structure,-,-
acute myeloid leukemia (FAB M2) cell line:NKM-1,CL,NKM-1 cell,NKM-1 cell,myeloid cell,cell,blood,-,-,-
A549_dexamethasone_8h,CL,A549 cell,A549 cell,epithelial cell of lung,-,lung,-,A-549 cell,-
SET-2_WT_GSK-LSD1,CL,-,immortal cat cell line cell,megakaryocyte progenitor cell,obsolete immortal cell line cell,bone marrow,brain,-,zona fasciculata
adrenal cortex adenocarcinoma cell line:SW-13,CL,SW-13 cell,SW-13 cell,adrenal gland glandular cell,cell,adrenal gland cortex zone,adrenal gland cortex zone,adenocarcinoma cell line,adenocarcinoma cell line
KYSE-70,CL,KYSE-70 cell,KYSE-70 cell,squamous epithelial cell,-,esophagus,-,-,-
NCI-H441,CL,NCI-H441 cell,NCI-H441 cell,club cell,-,lung,-,NCI-H441 cell,-
BEAS-2B,CL,BEAS-2B cell,BEAS-2B cell,bronchial epithelial cell,-,bronchus,-,-,-
SNF02.2_PRC2 WT,CL,-,immortal mesenchymal cell line cell,Schwann cell,obsolete immortal cell line cell,peripheral nervous system,female reproductive system,-,head
TTC1240_SMARCB1_delCC,CL,-,adherent on feeder cells cell line culturing,kidney cell,cell,kidney,hindlimb,-,culture condition:-induced cell
P493,CL,-,cell line cell,B cell,obsolete immortal cell line cell,blood,naris,P493-6 cell,"culture condition:2,5-dihydroxybenzoate-grown cell"
226LDM,CL,-,adherent cell line cell,luminal epithelial cell of mammary gland,single fate stem cell,breast,minor vestibular gland,-,colonic adenocarcinoma cell
HCT116_IFN-beta_1h,CL,HCT 116 cell,HCT 116 cell,colon epithelial cell,-,colon,-,HCT-116 cell,-
H54,CL,-,immortal cat cell line cell,glial cell,cell,brain,multicellular organism,-,cyst
David_TC71,CL,TC-71 cell,cell line cell,bone cell,obsolete immortal cell line cell,bone tissue,naris,TC-71 cell,"culture condition:2,5-dihydroxybenzoate-grown cell"
CD4_CD25-_T-cells,CL,-,cell line cell culturing,T cell,-,blood,organ part,-,"tissues, cell types and enzyme sources"
GM10248,CL,GM10248 cell,GM10248 cell,B cell,-,blood,-,-,-
WSU-DLCL2,CL,WSU-DLCL2 cell,WSU-DLCL2 cell,B cell,-,blood,-,-,-
A-498,CL,A-498 cell,A-498 cell,kidney cell,-,kidney,-,-,-
Ramos,CL,RAMOS cell,RAMOS cell,B cell,-,blood,-,RAMOS (RA.1) cell,-
SK-N-DZ,CL,SK-N-DZ cell,SK-N-DZ cell,neuroblast (sensu Vertebrata),-,brain,-,SK-N-DZ cell,-
hereditary spherocytic anemia cell line:WIL2-NS,CL,WIL2-NS cell,WIL2-NS cell,lymphocyte of B lineage,cell,spleen,-,-,-
K562_myelogenous_leukemia_NABUT,CL,K-562 cell,K-562 cell,myeloid cell,-,bone marrow,-,K-562 cell,-
