Label,Type,CLO_C,CLO_M,CL_C,CL_M,UBERON_C,UBERON_M,BTO_C,BTO_M
LNCaP_DHT_DMSO_6h,CL,CLO_0007365,CLO_0002588,CL_0002231,CL_0002327,UBERON_0002367,UBERON_0002367,BTO_0001321,BTO_0000244
astrocyte_of_the_spinal_cord,CT,-,None,CL_0002606,CL_0000127,UBERON_0002240,UBERON_0001788,-,BTO_0001939
KMS28BM,CL,-,CLO_0034184,CL_0000786,CL_0000000,UBERON_0000178,UBERON_0000000,-,BTO_0002112
hMGLs_WT,CT,-,CLO_0022363,CL_0000125,CL_0001021,UBERON_0000955,UBERON_0000955,BTO_0002606,BTO_0003045
Fetal_heart,A,-,None,CL_0002494,None,UBERON_0000948,UBERON_0002093,BTO_0000562,BTO_0001618
bile duct carcinoma cell line:HuCCT1,CL,CLO_0050009,CLO_0000474,CL_0000068,CL_0000000,UBERON_0002394,UBERON_0000000,BTO_0003911,BTO_0000183
BA40_brodmann_area_40,A,-,CLO_0000000,CL_0002319,CL_0000789,UBERON_0013573,UBERON_0008939,-,BTO_0004705
Colon smooth muscle,A,-,CLO_0002697,CL_1000280,CL_0000192,UBERON_0004220,UBERON_0001193,-,BTO_0000436
UCSD_Right_Atrium,A,-,CLO_0002037,CL_0002494,CL_0000746,UBERON_0002078,UBERON_0002087,BTO_0001703,BTO_0001274
Karpas-45,CL,CLO_0007067,CLO_0008466,CL_0000084,CL_0000000,UBERON_0000178,UBERON_0000000,-,BTO_0001118
Hair Follicle Dermal Papilla Cells donor2,CT,-,CLO_0053664,CL_0000346,CL_0000788,UBERON_0002073,UBERON_0013686,BTO_0005569,BTO_0002499
WI-38,CL,CLO_0009594,CLO_0001933,CL_0002553,CL_0000066,UBERON_0002048,UBERON_0000468,BTO_0000458,BTO_0000209
Ca Ski,CL,CLO_0002165,CLO_0002404,CL_1001575,CL_0000000,UBERON_0000002,UBERON_0000000,BTO_0003109,BTO_0000186
OVCAR8_high_grade_ovarian_serous_adenocarcinoma,CL,-,CLO_0002871,CL_0000066,CL_0002320,UBERON_0000992,UBERON_0001230,BTO_0003054,BTO_0006051
CHLA-10,CT,-,CLO_0002786,CL_0001035,CL_0000000,UBERON_0002481,UBERON_0000000,-,BTO_0002374
CD4+CD25+CD45RA- memory regulatory T cells expanded donor3,CT,-,None,CL_0002678,CL_0000815,UBERON_0002405,None,-,None
Hs 769.T,CL,CLO_0004103,CLO_0050863,CL_1000296,CL:null,UBERON_0000057,UBERON:null,-,BTO_0001202
Chondrocyte - re diff donor3,CT,-,CLO_0050605,CL_0000138,CL_0000138,UBERON_0002418,UBERON_0001995,BTO_0000249,BTO_0000562
CD8+ T Cells donor2,CT,-,CLO_0030007,CL_0000625,CL_0000625,UBERON_0002405,UBERON_0000465,BTO_0000289,BTO_0001100
MCF7_Invasive_ductal_breast_carcinoma_SICTR_E2,CL,CLO_0007606,CLO_0002871,CL_0002327,CL_0000182,UBERON_0000310,UBERON_0000310,BTO_0000093,BTO_0004344
NCI-H446_no infection,CL,CLO_0008088,CLO_0003571,CL_0000082,CL_0000000,UBERON_0002048,UBERON_0000000,-,BTO_0000515
thymus,A,-,None,CL_0002293,None,UBERON_0002370,UBERON_0002370,BTO_0001374,BTO_0001404
BT-474_breast_invasive_ductal_carcinoma_HRG,CL,CLO_0002042,CLO_0002612,CL_0002327,CL_0002327,UBERON_0000310,UBERON_0000310,BTO_0001932,BTO_0000224
2489,-,-,CLO_0002489,-,CL_0002489,UBERON_0000955,UBERON_0002489,-,BTO_0002489
MCF7L-P_0h,CL,-,CLO_0034291,CL_0002327,CL_0002323,UBERON_0000310,UBERON_0000160,-,BTO_0000627
parietal lobe fetal donor1,A,-,CLO_0000341,CL_0002319,CL_0001040,UBERON_0001872,UBERON_0002729,BTO_0001001,BTO_0000663
CD4_ab_T_Th,CT,-,CLO_0000238,CL_0000492,CL_0000624,UBERON_0002405,UBERON_0001284,BTO_0002417,BTO_0000342
Smooth Muscle Cells - Tracheal donor1,CT,-,CLO_0050855,CL_0019019,CL_0000192,UBERON_0003387,UBERON_0002180,BTO_0004403,BTO_0003829
SK-N-SH_neuroblastoma,CL,CLO_0009059,CLO_0007601,CL_0000031,CL_0002327,UBERON_0000955,UBERON_0000955,BTO_0001620,BTO_0002189
HCCLM3,CL,-,CLO_0050891,CL_0000182,CL_0000010,UBERON_0002107,UBERON_0000000,BTO_0004469,BTO_0005073
Gingival epithelial cells donor3 (GEA15),CT,-,CLO_0037308,CL_0002621,CL_0000851,UBERON_0001949,UBERON_0001917,-,BTO_0004759
U266B1,CL,CLO_0009458,CLO_0002144,CL_0000236,CL_0000000,UBERON_0000178,UBERON_0000000,-,BTO_0000225
OVCAR-3,CL,CLO_0008279,CLO_0002871,CL_0000066,CL_0000000,UBERON_0000992,UBERON_0000000,BTO_0000812,BTO_0002694
SW620,CL,CLO_0009221,CLO_0007970,CL_0011108,CL_0000000,UBERON_0001155,UBERON_0000000,BTO_0000675,BTO_0001098
TC-32,CL,-,CLO_0007375,-,CL_0000000,UBERON_0002204,UBERON_0000000,BTO_0004227,BTO_0002193
SNU16,CL,CLO_0009095,CLO_0007978,CL_0002178,CL_0000000,UBERON_0000945,UBERON_0000000,BTO_0004987,BTO_0001182
RPMI-8226,CL,-,CLO_0002674,CL_0000945,CL_0002322,UBERON_0000178,UBERON_0000000,-,BTO_0001101
GM06077,CL,CLO_0023602,CLO_0008149,CL_0000236,CL_0000000,UBERON_0000178,UBERON_0000000,-,BTO_0000303
OCI-LY10_diffuse_large_B-cell_lymphoma,CL,-,CLO_0050834,CL_0000236,CL_0000236,UBERON_0000029,UBERON_0000029,-,BTO_0003108
Astrocyte_Oligo_1,CT,-,CLO_0050857,CL_0000125,CL_0000127,UBERON_0000955,UBERON_0000955,-,BTO_0004003
hFOB_1_19_fetal_osteoblast,CL,CLO_0003737,CLO_0035348,CL_0000062,CL_0000765,UBERON_0002481,UBERON_0003656,BTO_0005224,BTO_0000998
primordial-germ-cell-like-cell,CT,-,None,CL_0000670,CL_0001019,UBERON_0000991,UBERON_0005296,-,BTO_0003685
H441,CL,CLO_0008087,CLO_0008387,CL_0000158,CL_0000000,UBERON_0002048,UBERON_0000000,BTO_0001910,BTO_0002792
AMIPS6,-,-,CLO_0037303,-,CL_0008007,-,UBERON_0000371,-,BTO_0000066
MO91,CL,-,CLO_0000176,CL_0000763,CL_0000010,UBERON_0000178,UBERON_0000029,BTO_0005491,BTO_0000883
T3M-3,CL,CLO_0050641,CLO_0002587,CL_0000351,CL_0000000,UBERON_0000088,UBERON_0000000,-,BTO_0001261
Excitatory_neur_cerebrum_7,CT,-,CLO_0000069,CL_0000540,CL_0008030,UBERON_0000955,UBERON_0000955,-,BTO_0004772
Stromal_intestine_3,CT,-,CLO:0007371,CL_0000499,CL:0000496,UBERON_0000160,UBERON:0002049,-,BTO:0004759
Synoviocyte donor2,CT,-,CLO_0002310,CL_0000214,CL_0000136,UBERON_0003668,UBERON_0000029,BTO_0003742,BTO_0000181
GM04648,CL,CLO_0018967,CLO_0009880,CL_0000236,CL:0000057,UBERON_0000178,UBERON_0000000,-,BTO:0000565
UACC-62,CL,-,CLO_0002065,CL_2000000,CL_0000000,UBERON_0001003,UBERON_0000000,BTO_0004152,BTO_0001256
normal intestinal epithelial cell line:FHs 74 Int,CL,CLO_0003245,CLO_0037366,CL_0002254,CL_0000066,UBERON_0002108,UBERON_0001279,-,BTO_0000565
heart adult diseased post-infarction donor1,A,-,CLO_0000255,CL_0002494,CL_0002362,UBERON_0000948,UBERON_0000948,-,BTO_0002953
S462_PRC2 mutant,CL,-,CLO_0007717,CL_0000218,CL_0000000,UBERON_0001016,UBERON_0000000,-,BTO_0006361
FL10,CL,-,CLO_0000411,CL_0000236,CL_0000001,UBERON_0000029,UBERON_0001071,-,BTO_0000364
GM12878_Lymphoblastoid,CL,CLO_0022851,CLO_0003676,CL_0000236,CL_0000236,UBERON_0000178,UBERON_0002449,BTO_0006353,BTO_0000647
PC-9,CL,-,CLO_0050841,CL_0000082,CL_0000000,UBERON_0002048,UBERON_0000000,BTO_0005518,BTO_0000568
MOLM-13_empty vector,CL,CLO_0009848,CLO_0050589,CL_0000763,CL_0000000,UBERON_0000178,UBERON_0000000,BTO_0004175,BTO_0002903
IMR32,CL,CLO_0006948,CLO_0007784,CL_0000031,CL_0000000,UBERON_0000955,UBERON_0000000,BTO_0000934,BTO_0000914
neutrophils,CT,-,null,CL_0000775,CL_0000775,UBERON_0000178,null,BTO_0000130,BTO_0000792
iPS-15b Cells,CL,-,CLO_0007724,CL_0002248,CL_0000034,-,UBERON_0000468,-,BTO_0003082
HMEC_human_mammary_epithelial_cells,CT,-,CLO_0002366,CL_0002327,CL_0002320,UBERON_0000310,UBERON_0001911,BTO_0004300,BTO_0001385
LNCaP_prostate_carcinoma_SHFOXA1_R1881,CL,CLO_0007365,CLO_0007214,CL_0002231,CL_0000186,UBERON_0002367,UBERON_0002367,BTO_0001321,BTO_0002603
T_cell_C,CT,-,CLO_0000238,CL_0000084,CL_0000084,UBERON_0000178,UBERON_0000468,BTO_0000782,BTO_0001494
IMR90_lung_fibroblasts_SENES_SHP53,CL,CLO_0006951,CLO_0008330,CL_0002553,CL_0000057,UBERON_0002048,UBERON_0002048,BTO_0001229,BTO_0002080
V389,CL,-,CLO_0009375,CL_0011108,CL_0000942,UBERON_0001155,UBERON_0000381,-,BTO_1000152
LNCaP_prostate_carcinoma_DHT24H_SHFOXA1,CL,CLO_0007365,CLO_0002566,CL_0002231,CL_0000182,UBERON_0002367,UBERON_0002367,BTO_0001321,BTO_0000759
Day6 Plasmablast CD23- memory B cell,CT,-,null,CL_0000980,CL_0000945,UBERON_0002405,null,-,null
Pre_B_healthy,CT,-,CLO_0037162,CL_0000817,CL_0000945,UBERON_0002371,UBERON_0002449,BTO_0001133,BTO_0000224
HL-60_CTRL,CL,CLO_0003775,CLO_0003058,CL_0000763,CL_0000182,UBERON_0000178,UBERON_0000468,BTO_0000738,BTO_0000158
GIST882_Gastrointestinal_stromal_tumor,CL,-,CLO_0008903,CL_0002319,CL_0000184,UBERON_0001555,UBERON_0002105,-,BTO_0002866
Ciliated_cells_C,CT,-,CLO_0002734,CL_0000064,CL_0000066,UBERON_0002048,UBERON_0004512,-,BTO_0000973
Myeloid_heart,CT,-,CLO_0000622,CL_0000763,CL_0000763,UBERON_0000948,UBERON_0000948,BTO_0000906,BTO_0004199
CTR shCtrl,-,-,CLO_0000897,-,CL_0000057,UBERON_0001134,UBERON_0000178,-,BTO_0003241
left ventricle_LV1558,A,-,CLO_0000031,CL_0002494,CL_0010005,UBERON_0002084,UBERON_0002084,BTO_0001629,BTO_0001407
neutrophils_US,CT,-,CLO_0000861,CL_0000775,CL_0000775,UBERON_0000178,UBERON_0002390,BTO_0000130,BTO_0000790
breast_tumour_metastasis,CT,-,CLO_0007765,-,CL_0002321,UBERON_0000310,UBERON_0000480,BTO_0000150,BTO_0001431
T (PB),CL,-,CLO_0008239,CL_0000084,CL_2000019,UBERON_0000178,UBERON_0000178,BTO_0000782,BTO_0002184
SKMEL30,CL,CLO_0009045,CLO_0003684,CL_0000148,CL:0000000,UBERON_0001003,UBERON:0000000,BTO_0002133,BTO:0000645
RL_WT_gRNA1,CL,CLO_0008828,CLO_0000947,CL_0000236,CL_0000003,UBERON_0000178,UBERON_0001062,BTO_0003230,BTO_0001597
SGBS_adipocyte,CT,-,CLO_0017542,CL_0000136,CL_0008001,UBERON_0001013,UBERON_0002385,-,BTO_0003220
HUES64 derived CD184+ endoderm,CT,-,CLO_0037121,CL_0000223,CL_0000182,UBERON_0000925,UBERON_0001264,-,BTO_0000999
mesothelioma cell line:ACC-MESO-1,CL,CLO_0050082,CLO_0002534,CL_0002078,CL_0000000,UBERON_0000977,UBERON_0000000,BTO_0005907,BTO_0000180
primary-prostate-cancer,CT,-,CLO_0007810,CL_0002231,CL_0002231,UBERON_0002367,UBERON_0002367,BTO_0001033,BTO_0005471
Matrix_Fibrob_2_F,CT,-,CLO_0002559,CL_0000057,CL_0000057,UBERON_0002384,UBERON_0002418,BTO_0000452,BTO_0000535
RH18,CL,-,CLO_0007872,CL_0002598,CL_0000000,UBERON_0004895,UBERON_0000000,BTO_0005380,BTO_0007678
GM06990,CL,CLO_0036556,CLO_0001096,CL_0000236,CL_0000000,UBERON_0000178,UBERON_0000000,-,BTO_0000000
NB4,CL,CLO_0007947,CLO_0002286,CL_0000763,CL_0000000,UBERON_0000178,UBERON_0000000,BTO_0002136,BTO_0001166
GP5d_colon_adenocarcinoma,CL,CLO_0003555,CLO_0001652,CL_0011108,CL_0000182,UBERON_0001155,UBERON_0001155,-,BTO_0000323
migratory langerhans cells donor1,CT,-,None,CL_0000453,CL_0000117,UBERON_0000006,UBERON_0002099,BTO_0000705,BTO_0002094
kidney-cortex,A,-,CLO_0000062,CL_1000497,CL_0000649,UBERON_0001225,UBERON_0001225,BTO_0001166,BTO_0001249
GM13977_female_B-cells,CL,CLO_0033829,CLO_0003684,CL_0000236,CL_0000236,UBERON_0000178,UBERON_0000178,-,BTO_0002887
lower_leg_skin,CT,-,CLO_0000259,CL_0000066,CL_0011117,UBERON_0004264,UBERON_0002048,-,BTO_0005457
M0-91_acute_myeloid_leukemia_27A_100UM,CL,-,CLO_0007771,CL_0000763,CL_0000236,UBERON_0000178,UBERON_0000178,BTO_0005491,BTO_0000335
GBM34,CT,CLO_0003456,CLO_0008915,CL_0000125,CL_0000000,UBERON_0000955,UBERON_0000000,-,BTO_0002044
SUM149,CL,CLO_0009917,CLO_0007975,CL_0002327,CL_0000000,UBERON_0000310,UBERON_0000000,BTO_0005475,BTO_0001860
H82,CL,CLO_0008118,CLO_0002461,CL_0000082,CL_2000008,UBERON_0002048,UBERON_0000000,BTO_0003026,BTO_0000066
AsPC1 WT,CL,CLO_0001756,CLO_0009201,CL_0000083,CL_0000000,UBERON_0001264,UBERON_0000000,BTO_0001864,BTO_0000201
MDAMB231,CL,CLO_0007634,CLO_0007606,CL_0002327,CL_0000000,UBERON_0000310,UBERON_0000000,BTO_0000815,BTO_0005105
iPS DF 6.9 cells,CL,CLO_0037308,CLO_0009053,CL_0002248,CL_0001034,-,UBERON_0000468,-,BTO_0003243
NHEK-epidermal keratinocyte,CT,-,CLO_0002471,CL_0000312,CL_0002451,UBERON_0001003,UBERON_0001003,BTO_0003182,BTO_0001496
CRC_myeloid_1,CT,-,CLO_0051739,CL_0000763,CL_0000763,UBERON_0000178,UBERON_0002037,BTO_0000906,BTO_0000324
ES-I3 cells,CL,-,CLO_0014536,CL_0002322,CL_0002319,UBERON_0000922,UBERON_0000104,-,BTO_0003004
KYAE1,CL,-,CLO_0052713,CL_0002252,CL_0000057,UBERON_0001043,UBERON_0000104,-,BTO_0004401
left_ventricle,A,-,CLO_0000250,CL_0002494,CL_0000744,UBERON_0002084,UBERON_0002084,BTO_0001629,BTO_0001287
Foreskin Fibroblast Primary Cells skin02,CT,-,CLO_0002666,CL_1001608,CL_0000057,UBERON_0001332,UBERON_0001986,BTO_0002245,BTO_0002862
Lymphoid_intestine_0,CT,-,CLO_0005675,CL_0000542,CL_0000895,UBERON_0000160,UBERON_0001259,-,BTO_0000759
HeLa_2_high,CL,CLO_0003684,CLO_0002538,CL_0002535,CL_0000000,UBERON_0000002,UBERON_0000000,BTO_0000567,BTO_0000171
MDA-MB-231,CL,CLO_0007634,CLO_0002600,CL_0002327,CL_0000000,UBERON_0000310,UBERON_0000000,BTO_0000815,BTO_0000488
A549 TEAD2 shRNA TGFb,CL,CLO_0001601,CLO_0002535,CL_0000082,CL_0000031,UBERON_0002048,UBERON_0004905,BTO_0000018,BTO_0000246
Th17-IL-10+ Day 0,CT,-,CLO_0051545,CL_0000899,CL_0000817,UBERON_0002405,UBERON_0001062,BTO_0005655,BTO_0000955
CD34,CT,-,CLO_0001451,CL_0000037,CL_0000953,UBERON_0002371,UBERON_0034928,BTO_0000725,BTO_0002208
GM09237,CL,CLO_0012037,CLO_0003672,CL_0000236,CL_0000057,UBERON_0000178,UBERON_0000468,-,BTO_0000228
Thymic_epithelial_thymus,CT,-,CLO:0001689,CL_0002293,CL:0000789,UBERON_0002370,UBERON:0002370,-,BTO:0000562
Lateral temporal lobe_6T_AD,A,-,CLO_0000023,CL_0002319,CL_0000104,UBERON_0001871,UBERON_0002750,BTO_0001355,BTO_0003224
Whole blood (ribopure) donor090612 donation1,A,-,CLO_0000031,CL_0000988,CL_0000236,UBERON_0000178,UBERON_0000178,-,BTO_0001574
RT242,CL,-,CLO_0050954,-,CL_0002322,UBERON_0002113,UBERON_0000468,-,BTO_0001335
BI_Adipose_Nuclei,CT,-,CLO_0005701,CL_0000136,CL_0000235,UBERON_0001013,UBERON_0001013,-,BTO_0000638
NMFH-1,CL,CLO_0050023,CLO_0007978,CL_0000057,CL_0000000,UBERON_0001465,UBERON_0000000,-,BTO_0002871
Primary T cells from cord blood,CT,-,CLO_0000349,CL_0000084,CL_0000900,UBERON_0012168,UBERON_0012168,-,BTO_0000462
testis adult pool2,A,-,CLO_0007922,-,CL_0000451,UBERON_0000473,UBERON_0000473,BTO_0001363,BTO_0001343
CD14-positive-monocyte,CT,-,CLO_0000578,CL_0001054,CL_0000860,UBERON_0000178,UBERON_0002357,BTO_0000876,BTO_0002267
Pancreas_Unknown.1_pancreas,A,-,CLO_0002544,-,CL_0000188,UBERON_0001264,UBERON_0001264,BTO_0000988,BTO_0000961
effector memory CD4+ alpha-beta T cell,CT,-,None,CL_0000905,CL_0000905,UBERON_0002405,None,-,None
INR1G9,-,-,CLO_0007684,-,CL_0008000,-,UBERON_0000000,-,BTO_0000000
embryonic heart_CS22,A,-,CLO_0008921,-,CL_0000007,UBERON_0000948,UBERON_0005267,-,BTO_0004531
Mesothelial_intestine,CT,-,CLO_0021543,CL_0000077,CL_0002570,UBERON_0000160,UBERON_0000160,-,BTO_0002497
psoas muscle,A,-,CLO_0000111,CL_0000737,CL_0000779,UBERON_0008450,UBERON_0001271,BTO_0001140,BTO_0004785
SNU484,CL,-,CLO_0007737,CL_0002659,CL_0000000,UBERON_0000945,UBERON_0000000,BTO_0003479,BTO_0001169
monocyte-derived dendritic cells_R848_1h,CT,-,CLO_0000369,CL_0000451,CL_0000451,UBERON_0002405,UBERON_0002391,BTO_0002042,BTO_0004253
MCF10CA1a_breast_metastatic_epithelial_cells,CL,CLO_0007599,CLO_0002871,CL_0002327,CL_0002321,UBERON_0000310,UBERON_0000310,-,BTO_0001167
CD14+ monocytes - treated with Cryptococcus donor3,CT,-,CLO_0000238,CL_0001054,CL_0000576,UBERON_0000178,UBERON_0000178,BTO_0000876,BTO_0001067
kelly_DMSO_3h,CL,CLO_0007091,CLO_0002766,CL_0000031,CL_0002323,UBERON_0000955,UBERON_0000178,BTO_0006213,BTO_0000224
gastric adenocarcinoma cell line:MKN45,CL,CLO_0037142,CLO_0002770,CL_0002659,CL:0009040,UBERON_0000945,UBERON:0000945,BTO_0002381,BTO:0003158
BT20,CL,-,CLO_0003624,CL_0002327,CL_0000000,UBERON_0000310,UBERON_0000000,BTO_0001466,BTO_0000217
Primary T cells from?peripheral?blood,CT,-,CLO_0037303,CL_0000084,CL_0000081,UBERON_0000178,UBERON_0000178,-,BTO_0001207
primaryhepatocyte-gw4064,CT,-,CLO_0001064,CL_0000182,CL_0000182,UBERON_0002107,UBERON_0008955,BTO_0000575,BTO_0002455
surface_ectoderm_cells,CT,-,None,CL_0000114,CL_0002329,UBERON_0000924,UBERON_0004125,-,None
RPE1-anaphase/telophase,CT,-,CLO_0008471,CL_0002586,CL_0000699,UBERON_0000966,UBERON_0003087,BTO_0004910,BTO_0000640
Plasma_B_BCC,CT,-,CLO_0037312,CL_0000786,CL_0000945,UBERON_0002405,UBERON_0001964,BTO_0000392,BTO_0000179
testicular germ cell embryonal carcinoma cell line:NEC14,CL,CLO_0051392,CLO_0034247,CL_0000015,CL_0002247,UBERON_0000473,UBERON_0000000,-,BTO_0002923
SU-DHL-4,CL,CLO_0037061,CLO_0002496,CL_0000236,CL_0000000,UBERON_0000178,UBERON_0000000,BTO_0006462,BTO_0001037
Hair Follicle Dermal Papilla Cells donor1,CT,-,CLO_0033919,CL_0000346,CL_0000358,UBERON_0002073,UBERON_0002064,BTO_0005569,BTO_0002395
PrEC,CL,-,CLO_0050137,CL_0002231,CL_0002220,UBERON_0002367,UBERON_0002367,BTO_0005301,BTO_0000959
IMR-90,CL,CLO_0006951,CLO_0001917,CL_0002553,CL_0000000,UBERON_0002048,UBERON_0000000,BTO_0001229,BTO_0000247
endometrioid_adenocarcinoma,CT,-,CLO_0009516,CL_0002149,CL_0002620,UBERON_0001295,UBERON_0002253,BTO_0000658,BTO_0002860
diffuse large B-cell lymphoma cell line:CTB-1,CL,CLO_0050077,CLO_0003632,CL_0000236,CL_0000236,UBERON_0000178,UBERON_0000465,-,BTO_0003005
bipolar_spindle_neuron,CT,-,CLO_0050854,CL_0000103,CL_0000100,UBERON_0001016,UBERON_0001015,-,BTO_0004766
NCI0075,CL,-,CLO_0050991,-,CL_0000057,UBERON_0001134,UBERON_0000029,-,BTO_0000014
226LDM_normal_breast_luminal_cells,CL,-,CLO_0007341,CL_0002326,CL_0002323,UBERON_0000310,UBERON_0000310,-,BTO_0000208
SW620_colon_adenocarcinoma,CL,CLO_0009221,CLO_0007777,CL_0011108,CL_0000182,UBERON_0001155,UBERON_0001155,BTO_0000675,BTO_0005081
Epidermal-Stem-Cells_shCTRL,CT,-,CLO_0020011,CL_1000428,CL_0000863,UBERON_0001003,UBERON_0001003,BTO_0005098,BTO_0002738
Schwann_heart,CT,-,CLO_0007397,CL_0002573,CL_0002563,UBERON_0000948,UBERON_0005667,BTO_0001220,BTO_0001356
Nucleus Pulposus Cell donor1,CT,-,CLO_0033919,CL_0000138,CL_0000779,UBERON_0002242,UBERON_0002343,BTO_0005498,BTO_0002868
KOPN-8,CL,CLO_0037178,CLO_0003654,CL_0000236,CL_0000000,UBERON_0000178,UBERON_0000000,-,BTO_0006794
OACM5.1,CL,-,CLO_0000264,CL_0002252,CL_0000034,UBERON_0001043,UBERON_0002370,-,BTO_0006377
neural-cell,CT,-,CLO_0050995,CL_0002319,CL_0000540,UBERON_0001016,UBERON_0001016,-,BTO_0000759
Placental Epithelial Cells donor1,CT,-,CLO_0008559,CL_0002577,CL_0000227,UBERON_0001987,UBERON_0006878,-,BTO_0000103
foreskin_keratinocyte,CT,-,CLO_0031676,CL_1001606,CL_0000312,UBERON_0001332,UBERON_0003116,BTO_0005481,BTO_0002176
CD8_H9RET,CT,-,CLO_0031030,CL_0000625,CL_0000624,UBERON_0002405,UBERON_0001724,BTO_0000289,BTO_0000111
NCI-H378_p8-15,CL,CLO_0008086,CLO_0003509,CL_0000082,CL_0000000,UBERON_0002048,UBERON_0000000,-,BTO_0000959
Neutrophils donor1,CT,-,CLO_0000000,CL_0000775,CL_0000775,UBERON_0000178,UBERON_0002351,BTO_0000130,BTO_0002753
SW872_TAZ_CAMTA1,CL,CLO_0009201,CLO_0050851,CL_0000136,CL_0000000,UBERON_0002384,UBERON_0000000,BTO_0003743,BTO_0004851
adenocarcinoma cell line:IM95m,CL,-,CLO_0037170,CL_0002178,CL_0009045,UBERON_0000945,UBERON_0002395,-,BTO_0002845
CD8_ab_T_CB,CT,-,CLO_0000238,CL_0000625,CL_0000625,UBERON_0000178,UBERON_0002350,BTO_0000289,BTO_0000561
Megakaryo_liver,CT,-,CLO_0030474,CL_0000556,CL_0000554,UBERON_0002107,UBERON_0002107,-,BTO_0000759
CMP CD4+_3,CT,-,CLO_0000566,CL_0000084,CL_0000624,UBERON_0000178,UBERON_0002324,-,BTO_0007000
Placenta_Amnion,A,-,CLO_0037356,-,CL_0002096,UBERON_0001987,UBERON_0000319,-,BTO_0000454
BJ,CL,CLO_0001980,CLO_0001613,CL_1001608,CL_0000515,UBERON_0001332,UBERON_0000948,BTO_0003807,BTO_0000197
RL95-2,CL,CLO_0008830,CLO_0009024,CL_0002149,,UBERON_0001295,,BTO_0004491,BTO_0000850
Human Embryonic Kidney Cell,CT,-,CLO_0050846,CL_1000497,CL_0002324,UBERON_0000922,UBERON_0002113,BTO_0002733,BTO_0000295
Y79,CL,CLO_0009709,CLO_0002075,-,CL_0000000,UBERON_0000966,UBERON_0000000,-,BTO_0000753
umbilical cord Fibroblast,CT,-,CLO_0008786,CL_0000057,CL_0000057,UBERON_0002331,UBERON_0002170,-,BTO_0001089
BA40,A,-,CLO_0037284,CL_0002319,CL_0000705,UBERON_0013573,UBERON_0008933,-,BTO_0005734
mesothelioma cell line:Mero-84,CL,-,CLO_0008005,CL_0000077,CL_0000000,UBERON_0002048,UBERON_0000000,-,BTO_0001234
gm19240,CL,CLO_0027143,CLO_0037125,CL_0000236,CL_0000044,UBERON_0000178,UBERON_0001062,-,BTO_0003884
CD4+CD25+CD45RA- memory regulatory T cells donor3,CT,-,none,CL_0002678,CL_0000815,UBERON_0002405,none,-,BTO_0000759
signet ring carcinoma cell line:NUGC-4,CL,CLO_0050789,CLO_0006059,CL_0002178,CL_0000000,UBERON_0000945,UBERON_0000000,BTO_0005917,BTO_0000763
Stomach Smooth Muscle,A,-,none,CL_0000192,CL_0000187,UBERON_0004222,UBERON_0001135,BTO_0001818,BTO_0000714
Skeletal Muscle Myoblast,CT,-,CLO_0000171,CL_0000056,CL_0000056,UBERON_0001134,UBERON_0001133,-,BTO_0001109
iPS_19.11,CL,CLO_0037308,CLO_0006274,CL_0002248,CL_0000034,-,UBERON_0000955,-,BTO_0002869
A549_dexamethasone_12h,CL,CLO_0001601,CLO_0000152,CL_0000082,CL_0000011,UBERON_0002048,UBERON_0000178,BTO_0000018,BTO_0000390
Adrenocortical_adrenal_8,CT,-,CLO_0050951,CL_0002097,CL_0000171,UBERON_0002369,UBERON_0001238,BTO_0005817,BTO_0000182
NPC_1,CT,-,CLO_0009243,CL_0011020,CL_0000740,UBERON_0001016,UBERON_0000113,-,BTO_0003841
NPC_2,CT,-,CLO_0003555,CL_0011020,CL_0000020,UBERON_0001016,UBERON_0000955,-,BTO_0004707
anaplastic large cell lymphoma cell line:Ki-JK,CL,-,CLO_0002801,CL_0000542,CL_0000759,UBERON_0000178,UBERON_0000468,-,BTO_0002892
H1 Derived Mesenchymal Stem Cells,CL,-,CLO_0031936,CL_0000134,CL_0000134,UBERON_0003104,UBERON_0004757,BTO_0003298,BTO_0001490
H1 Derived Neuronal Progenitor Cultured Cells,CL,-,CLO_0037169,CL_0011020,CL_0000049,UBERON_0000922,UBERON_0001016,-,BTO_0003065
Molt4,CL,CLO_0007825,CLO_0007677,CL_0000084,CL_0000000,UBERON_0000178,UBERON_0000000,BTO_0000873,BTO_0002560
epithelial,CT,-,CLO_0000111,CL_0000066,CL_0000066,UBERON_0000483,UBERON_0000483,BTO_0000414,BTO_0000368
squamous cell carcinoma cell line:T3M-5,CL,-,CLO_0007712,CL_0000076,CL:0002547,UBERON_0002046,UBERON:0000033,-,BTO:0003079
SVOG3e_cells_Dox_12h_transduced with V5-FOXL2 C134W,CL,-,CLO_0011538,CL_0000501,CL_0002573,UBERON_0000992,UBERON_0000105,-,BTO_0001265
CRC_myeloid_2,CT,-,CLO_0051177,CL_0000763,CL_0000763,UBERON_0000178,UBERON_0000178,BTO_0000906,BTO_0002450
RPTEC,CT,-,CLO_0007467,CL_0002306,CL_0008002,UBERON_0004134,UBERON_0004203,BTO_0006154,BTO_0001429
CMP_BMP,CT,-,CLO_0020461,CL_0000049,CL_0000034,UBERON_0002371,UBERON_0011915,BTO_0004730,BTO_0002926
