Label,Type,CLO_C,CLO_M,CL_C,CL_M,UBERON_C,UBERON_M,BTO_C,BTO_M
Colo320,CL,CLO_0002571,CLO_0001789,CL_0011108,CL_0010003,UBERON_0001155,UBERON_0001155,BTO_0002047,BTO_0003185
CD34_cells_ERYTH_BIO,CT,-,-,CL_0000764,CL_0000038,UBERON_0002371,UBERON_0002371,BTO_0002731,BTO_0000729
DKO1,CL,-,-,CL_0011108,CL_1001608,UBERON_0001155,UBERON_0001264,-,-
CD8 Naive 8pool,CT,-,-,CL_0000900,CL_0000625,UBERON_0002370,UBERON_0002370,-,BTO_0001276
V1051,-,-,-,CL_0011108,CL_0011108,UBERON_0001155,UBERON_0001155,-,-
CC-LP-1_intrahepatic_cholangiocarcinoma,CL,-,-,CL_0000068,CL_0000065,UBERON_0002394,UBERON_0002107,BTO_0002933,-
Vascular Endothelial Cell,CT,-,-,CL_0002139,CL_0009002,UBERON_0001986,UBERON_0001921,BTO_0001854,-
Mesothelial Cells donor1,CT,-,-,CL_0000077,CL_0002599,UBERON_0035809,UBERON_0004608,-,-
iPSCs,CL,CLO_0037308,CLO_0037347,CL_0002248,CL_0002248,-,UBERON_0002367,BTO_0006081,-
HC11 Mammary Epithelium,-,-,-,-,CL_0002327,-,UBERON_0000310,-,BTO_0004736
Monocyte_2,CT,-,-,CL_0000576,CL_0000576,UBERON_0000178,UBERON_0000178,BTO_0000876,BTO_00013
NCI-H226,CL,CLO_0008068,CLO_0008065,CL_0000082,CL_0000082,UBERON_0002048,UBERON_0002048,BTO_0003008,BTO_0001588
MiaPaca2,CL,CLO_0007726,CLO_0037213,CL_0002079,CL_0002079,UBERON_0001264,UBERON_0001264,BTO_0002137,BTO_0003294
COLO320HSR_DMSO,CL,CLO_0002571,CLO_0002614,CL_0011108,CL_0010003,UBERON_0001155,UBERON_0001155,BTO_0002047,-
Preadipocyte - subcutaneous donor2,CT,-,-,CL_0002334,CL_0002334,UBERON_0002190,UBERON_0001003,BTO_0001107,BTO_0001107
T24_2_low,CL,CLO_0009245,CLO_0001056,CL_1001319,CL_1001596,UBERON_0001255,UBERON_0001041,BTO_0001345,BTO_0001806
GBM,CT,-,-,CL_0000125,CL_0000125,UBERON_0001017,UBERON_0001017,BTO_0002373,BTO_0001998
Pre-B,CT,-,-,CL_0000817,CL_0000462,UBERON_0002371,UBERON_0000178,BTO_0001133,-
H-EMC-SS,CL,CLO_0003701,CLO_0037776,CL_0000187,CL_0000542,UBERON_0005090,UBERON_0000178,-,-
Skin_Sun_Exposed_Lower_leg,A,-,-,CL_0000066,CL_1000023,UBERON_0001003,UBERON_0001354,-,BTO_0001235
Lens Epithelial Cells donor3,CT,-,-,CL_0002224,CL_0002585,UBERON_0001803,UBERON_0001761,-,BTO_0001097
Im-GCT-3504_G34W,CT,-,-,-,-,UBERON_0002481,-,-,-
CD8_Naive_Primary_Cells,CT,-,-,CL_0000900,CL_0000900,UBERON_0002370,UBERON_0002405,-,-
HEL-R,CL,-,-,CL_0000988,CL_0000763,UBERON_0000178,UBERON_0000178,-,-
TGBC2TKB,CL,CLO_0009348,CLO_0037078,CL_0000066,CL_0000076,UBERON_0002110,UBERON_0002107,-,-
MPAL5_T1,CT,-,-,CL_0000988,CL_0000988,UBERON_0000178,UBERON_0000178,-,-
CD14+ monocytes - treated with IFN + N-hexane donor2,CT,-,-,CL_0001054,CL_0001054,UBERON_0000178,UBERON_0000178,BTO_0000876,BTO_0000876
MDA-BoM-1833,CL,-,-,CL_0002327,-,UBERON_0000310,UBERON_0000310,-,-
Fibroblast - Cardiac donor3,CT,-,-,CL_0002548,CL_0002322,UBERON_0000948,UBERON_0000948,BTO_0003093,BTO_0004325
CD19donorA,CT,-,-,CL_0001201,CL_0000945,UBERON_0000178,UBERON_0000178,BTO_0000776,-
HUES64 Cells,CL,-,-,CL_0002322,CL_0002322,UBERON_0000922,UBERON_0000922,-,-
epididymis adult,A,-,-,CL_0000068,CL_0005016,UBERON_0001301,UBERON_0001841,BTO_0000408,BTO_0001128
H3.3K27M_XHSJ019-X1-1-Rx_xenograft,-,-,-,-,-,UBERON_0000955,UBERON_0000955,-,-
EndoC-BH1_SE,CL,-,-,CL_0000169,CL_0000121,UBERON_0001264,UBERON_0001013,-,-
SH-SY5Y_neuroblastoma_OVERMYCN_24H,CL,CLO_0009015,CLO_0009464,CL_0000031,CL_0000031,UBERON_0002371,UBERON_0000955,BTO_0000793,BTO_0001109
CD3,CT,-,-,CL_0002419,CL_0000084,UBERON_0002405,UBERON_0000178,-,-
High-grade serous ovarian cancer,CT,-,-,CL_2000064,CL_0000066,UBERON_0000992,UBERON_0000992,-,BTO_0004308
hepatocyte,CT,-,-,CL_0000182,CL_0000182,UBERON_0002107,UBERON_0002107,BTO_0000575,BTO_0000577
U87_EGFRvIII_shFOXG1_FBS,CL,CLO_0009464,CLO_0009464,CL_0000127,CL_0000127,UBERON_0000955,UBERON_0000955,BTO_0002036,BTO_00010331
SK-MEL-5,CL,CLO_0009047,CLO_0009037,CL_0000148,CL_0000148,UBERON_0001003,UBERON_0001003,BTO_0002134,BTO_0002924
tamoxifen_EC5,CT,-,-,CL_0002149,CL_0002149,UBERON_0001295,UBERON_0001295,-,-
HBE,CT,-,-,CL_0002328,CL_0002293,UBERON_0002185,UBERON_0002185,-,BTO_0003299
Pancreatic_tumor_associated_fibroblasts_B009B_untreated,CT,-,-,CL_0002410,CL_0002413,UBERON_0001264,UBERON_0001264,-,-
Jurkat_WT,CL,CLO_0007043,CLO_0007043,CL_0000084,CL_0000084,UBERON_0000178,UBERON_0000178,BTO_0000661,BTO_0000661
Normal Human Astrocyte,CT,-,-,CL_0000127,CL_0002602,UBERON_0001017,UBERON_0000011,BTO_0000099,BTO_0002561
GM12868_female_B-cells,CL,CLO_0022827,CLO_0026182,CL_0000236,CL_2000045,UBERON_0000178,UBERON_0000178,-,BTO_0005805
Endothelial Cells - Microvascular donor1,CT,-,-,CL_2000008,CL_0002618,UBERON_0008339,UBERON_0009197,BTO_0003123,BTO_0004816
THP-1_acute_monocytic_leukemia_CAL,CL,CLO_0009348,CLO_000934,CL_0000576,CL_0000576,UBERON_0000178,UBERON_0000178,BTO_0001370,BTO_0001220
Skeletal Muscle Cells donor5,CT,-,-,CL_0000188,CL_0000562,UBERON_0001134,UBERON_0001134,BTO_0004392,BTO_0000357
EX_cerebrum_7,CT,-,-,CL_0000540,CL_0002319,UBERON_0000955,UBERON_0000955,-,-
Pericytes donor2,CT,-,-,CL_0000669,CL_0000626,UBERON_0002384,UBERON_0011983,BTO_0002441,BTO_0004944
Endothelial Cells - Thoracic donor1,CT,-,-,CL_0000115,CL_0002520,UBERON_0001986,UBERON_000 мүмz=,-,BTO_0004654
Antigen_presenting_thymus,CT,-,-,-,CL_0000084,UBERON_0002370,UBERON_0002384,-,-
Acinar_pancreas,CT,-,-,CL_0002064,CL_0002079,UBERON_0001264,UBERON_0004372,BTO_0000028,BTO_0001330
CNCC,CT,-,-,CL_0011012,CL_0000542,UBERON_0003099,UBERON_0000468,-,-
HSSY2 shCt,CL,CLO_0050072,-,CL_0000214,CL_0000077,UBERON_0003668,UBERON_0002049,BTO_0006086,-
Sympathoblasts_adrenal,CT,-,-,CL_0002248,CL_0000007,UBERON_0000922,UBERON_0002020,-,-
Thymocytes_thymus_0,CT,-,-,CL_0000893,CL_0001243,UBERON_0002370,UBERON_0002370,BTO_0001372,BTO_0000861
left ventricle_DCM_LV1433,A,-,-,CL_0002494,CL_0002494,UBERON_0002084,UBERON_0002084,BTO_0001629,BTO_0001629
Medulloblastoma Cell Lines,CT,-,"| Ontology | Identifier |
|----------|------------|
| CLO      | 0007113   |
| CL       | 0000031   |
| UBERON   | 0001016   |
| BTO      | 0001806   |

['CLO-0007113",CL_0002319,CL-0000031,UBERON_0002037,UBERON-0001016,BTO_0001359,BTO-0001806
Fetal liver,A,-,-,CL_0000182,CL_0002194,UBERON_0002107,UBERON_0002107,BTO_0000759,BTO_0000806
CD4+ T Cells donor1,CT,-,-,CL_0000492,CL_000089725,UBERON_0002405,UBERON_0000178,BTO_0002417,BTO_0000767
PLC\PRF\5,CL,CLO_0008458,CLO_0007603,CL_0000182,CL_0000182,UBERON_0002107,UBERON_0002107,BTO_0003492,BTO_0001351
retina adult pool1,A,-,-,CL_0009004,CL_0009013,UBERON_0000966,UBERON_0001016,BTO_0001175,BTO_0005002
HUVEC_Umbilical_Vein_Endothelial_Cells,CL,CLO_0004307,CLO_0004307,CL_0002618,CL_0002618,UBERON_0002331,UBERON_0002331,BTO_0001949,BTO_0001979
Fetal Brain Male,A,-,-,CL_0002319,CL_0002319,UBERON_0000955,UBERON_0000955,BTO_0000142,BTO_0000142
U251,CL,-,CLO_0009381,CL_0000125,CL_0000127,UBERON_0000955,UBERON_0000955,BTO_0006221,BTO_0002565
Vascular_endothelial_adrenal,CT,-,-,CL_0002139,CL_0000115,UBERON_0002369,UBERON_0002369,-,-
pulmonary arterial smooth muscle cells_PAH2_sictrl,CT,-,-,CL_0002591,CL_0002574,UBERON_0002111,UBERON_0005090,BTO_0003336,BTO_0005053
COLO-829_melanoma,CL,CLO_0002563,CLO_0008254,CL_0002620,CL_0000148,UBERON_0001003,UBERON_0001003,-,BTO_0003801
VentricleRight,A,-,-,CL_0002494,CL_0002494,UBERON_0002080,UBERON_0002082,BTO_0001630,BTO_0001706
HUDEP-2_LRFKO,CL,-,CLO_0037147,CL_0000038,CL_0000242,UBERON_0012168,UBERON_0012168,-,-
T_D,CL,-,-,CL_0000084,CL_0000084,UBERON_0000178,UBERON_0000178,BTO_0000782,BTO_0000761
LHSAR_prostate_epithelial_cells_HOXB13,CL,-,-,CL_0002231,CL_0002231,UBERON_0002367,UBERON_0002367,-,-
Club-C,CT,-,-,CL_0000158,CL_0000553,UBERON_0002048,UBERON_0000168,-,-
SHEP with tetracycline inducible MYC_DOX_2HR,CL,-,-,CL_0000031,CL_0009004,UBERON_0001016,UBERON_0001482,BTO_0005397,BTO_0006107
Kidney_cortex,A,-,-,CL_1000497,CL_1000497,UBERON_0001225,UBERON_0002384,BTO_0001166,BTO_0000908
H3.3K27M_Tumor-derived cell-line_G477p6_cells,-,-,-,-,-,UBERON_0000955,UBERON_0000955,-,-
GMP_BM0828,CT,-,-,CL_0000557,CL_0002070,UBERON_0002371,UBERON_0002371,-,-
Ca9-22,CL,CLO_0051380,CLO_0051289,CL_1001576,CL_0011003,UBERON_0000165,UBERON_0001723,BTO_0005204,BTO_0004404
GIST-48B,CL,-,-,CL_0002319,-,UBERON_0001555,UBERON_0000832,-,-
Hilar lymph node,A,-,-,-,CL_0000236,UBERON_0000029,UBERON_0002276,-,-
liver,A,-,-,CL_0000182,CL_0000182,UBERON_0002107,UBERON_0002107,BTO_0000759,BTO_0000651
GICAN,CL,CLO_0003492,CLO_0050216,CL_0000031,CL_0011108,UBERON_0001016,UBERON_0001155,-,-
UM-RC-6,CL,-,CLO_0051220,CL_1000497,CL_1001319,UBERON_0002113,UBERON_0001264,-,-
HCC70_XY018,CL,CLO_0003658,CLO_0003656,CL_0002327,CL_0009252,UBERON_0000310,UBERON_0002027,BTO_0005963,-
UO-31,CL,-,CLO_0010074,CL_1000497,CL_1000497,UBERON_0002113,UBERON_0001255,BTO_0004234,-
H3396_breast_carcinoma_ETOH,CL,-,CLO_0009258,CL_0002327,CL_0002327,UBERON_0000310,UBERON_0000310,-,-
GM19238,CL,CLO_0027146,CLO_0025903,CL_0000236,CL_0000236,UBERON_0000178,UBERON_0000178,-,-
PB1022_mono_singles,CT,-,-,-,CL_0010008,UBERON_0000178,UBERON_0000178,-,-
spleen adult pool1,A,-,-,-,CL_0000236,UBERON_0002106,UBERON_0002106,BTO_0001281,BTO_0001304
Vagina,A,-,-,CL_1001578,-,UBERON_0000996,UBERON_0000994,-,BTO_0000184
serous cystadenocarcinoma cell line:HTOA,CL,CLO_0051442,CLO_0037091,CL_0000313,CL_0002658,UBERON_0000992,UBERON_0000992,-,-
Hindbrain derived neural stem cells_NS13_H3.3K27M_WT,CT,-,-,CL_0000047,CL_0002138,UBERON_0002028,UBERON_0003610,BTO_0002881,-
Smooth Muscle Cells - Umbilical Artery donor1,CT,-,-,CL_0002594,CL_0008199,UBERON_0012615,UBERON_0010522,-,BTO_0005305
RMS209,CL,-,-,CL_0000737,CL_4000000,UBERON_0002036,UBERON_0001015,BTO_0001802,-
RENVM,CL,-,-,CL_0011020,CL_0000015,UBERON_0000955,-,-,-
gastrocnemius medialis_54y,A,-,-,CL_0000187,CL_0000187,UBERON_0011907,UBERON_0012239,BTO_0000506,BTO_0000188
GM23338,CL,-,-,CL_0002248,CL_0000542,UBERON_0001003,UBERON_0000178,-,-
EP156T_primary_prostate_cells,CL,-,-,CL_0002231,CL_0002231,UBERON_0002367,UBERON_0002367,-,-
HCASMC_Human_coronary_artery_smooth_muscle_cells,CT,-,-,CL_0002592,CL_0002625,UBERON_0002111,UBERON_0002134,BTO_0005101,BTO_0004254
Fibroblast - Gingival donor2,CT,-,-,CL_0000057,CL_0000056,UBERON_0001828,UBERON_0001824,BTO_0004138,BTO_0001597
Fibroblast - Dermal donor3,CT,-,-,CL_0002551,CL_0002319,UBERON_0002067,UBERON_0001198,BTO_0004419,BTO_0001257
U937_adult_acute_monocytic_leukemia,CL,CLO_0009465,CLO_0009209,CL_0000576,CL_0000935,UBERON_0000178,UBERON_0002371,-,BTO_0001355
H3.3K27M_Tumor-derived cell-line_DIPGVI_c27_cells,-,-,-,-,-,UBERON_0000955,UBERON_0000955,-,-
CD8 Memory 7pool,CT,-,-,CL_0000909,CL_0000625,UBERON_0002405,UBERON_0002405,-,-
CD14+ monocyte (PB),CT,-,-,CL_0001054,CL_0001054,UBERON_0000178,UBERON_0000178,BTO_0000876,BTO_0000876
NK_cells_G,CT,-,-,CL_0000623,CL_0000623,UBERON_0002405,UBERON_0002405,BTO_0000914,BTO_0000911
Matrix_Fibrob_2_E,CT,-,-,CL_0000057,CL_0000057,UBERON_0002384,UBERON_0002384,BTO_0000452,BTO_0000452
Peripheral Blood Mononuclear Cells donor1,CT,-,-,CL_2000001,CL_0000839,UBERON_0000178,UBERON_0000178,BTO_0001025,BTO_0009750
myotube originated from skeletal muscle myoblast,CT,-,-,CL_0002372,CL_0002372,UBERON_0005090,UBERON_0001093,-,BTO_0006569
MDA-MB-453,CL,CLO_0007640,CLO_0007642,CL_0002327,CL_0002327,UBERON_0000310,UBERON_0000310,BTO_0001908,BTO_0001581
Nucleus Pulposus Cell donor3,CT,-,-,CL_0000138,CL_0000596,UBERON_0002242,UBERON_0002265,BTO_0005498,-
H9_Null,CL,CLO_0003612,CLO_0003620,CL_0000084,CL_0000084,UBERON_0000178,UBERON_0000178,BTO_0001944,BTO_0001612
MEP-CD34,CT,-,-,CL_0000050,CL_0001073,UBERON_0002371,UBERON_0002371,-,-
HSKTC,CL,CLO_0051438,-,CL_2000064,CL_0000084,UBERON_0000992,UBERON_0002048,-,-
Tumor_3_BCC,CT,-,-,CL_0001063,-,-,UBERON_0001003,-,-
T_J,CL,-,-,CL_0000084,CL_0000084,UBERON_0000178,UBERON_0000178,BTO_0000782,BTO_0000782
B_C,CT,-,-,CL_0000236,CL_0000236,UBERON_0000178,UBERON_0000178,BTO_0000776,BTO_0000773
Stromal_lung_8,CT,-,-,CL_0000499,CL_0000499,UBERON_0002048,UBERON_0002048,-,BTO_0004722
22Rv1,CL,CLO_0001200,CLO_0001036,CL_0002231,CL_0002231,UBERON_0002367,UBERON_0002367,BTO_0002999,BTO_0002712
MV411,CL,CLO_0007906,CLO_0008397,CL_0000235,CL_0000235,UBERON_0000178,UBERON_0000178,BTO_0006413,BTO_0004139
GM12869,CL,CLO_0022826,CLO_0024709,CL_0000236,CL_0000236,UBERON_0000178,UBERON_0000178,-,-
T47D_shCtrl_shRING1B_24hr,CL,CLO_0009251,CLO_0009251,CL_0002327,CL_0002327,UBERON_0000310,UBERON_0000310,BTO_0001248,BTO_0001248
Club-D,CT,-,-,CL_0000158,CL_0000157,UBERON_0002048,UBERON_0002048,-,-
HepaRG,CL,-,CLO_0037179,CL_0000182,CL_0000182,UBERON_0002107,UBERON_0002107,BTO_0005736,BTO_0003678
GBM_4250_2,CL,-,-,CL_0000125,CL_0002319,UBERON_0000955,UBERON_0000955,BTO_0001530,-
Goblet_stomach,CT,-,-,CL_1000313,CL_0000731,UBERON_0000945,UBERON_0000945,-,BTO_0000169
Smooth Muscle Cells - Internal Thoracic Artery donor3,CT,-,-,CL_0002593,CL_0002569,UBERON_8480002,UBERON_0013616,-,BTO_0003520
umbilical-cord-derived-mesenchymal-stem-cells_SGA_cycle_0,CT,-,-,CL_0000134,CL_2000001,UBERON_0002331,UBERON_0002331,-,-
Granule_n_cerebellum,CT,-,-,CL_0001031,CL_0001055,UBERON_0002037,UBERON_0002038,BTO_0004278,-
Prostate Epithelial Cells donor2,CT,-,-,CL_0002231,CL_0002231,UBERON_0002367,UBERON_0002367,BTO_0001033,BTO_0006295
SK-MEL-23,CL,-,CLO_0009043,CL_2000000,CL_2000000,UBERON_0001003,UBERON_0001003,BTO_0005333,-
mesenchymal precursor cell - ovarian cancer metastasis donor4,CT,-,-,CL_0000134,CL_0000134,UBERON_0000992,UBERON_0000992,BTO_0003298,BTO_0003498
UCSF_4,CL,-,-,CL_0002322,-,UBERON_0000922,UBERON_0000955,-,-
hepatocellular-carcinoma-cell,CT,-,-,CL_0000182,CL_0000182,UBERON_0002107,UBERON_0002107,-,BTO_0002824
MM1-S,CL,CLO_0037203,CLO_0037043,CL_0000945,CL_0000236,UBERON_0000178,UBERON_0000178,BTO_0003933,-
Cal27,CL,CLO_0002178,CLO_0002853,CL_0000076,CL_0000066,UBERON_0001723,UBERON_0001017,BTO_0000921,-
Bronchial Epithelial Cell donor6,CT,-,-,CL_0002328,CL_0002328,UBERON_0002185,UBERON_0002185,BTO_0002922,BTO_0004403
FL8,CL,-,-,CL_0000236,CL_0000242,UBERON_0000029,UBERON_0000178,-,BTO_0005688
OVCA429_shGRHL2,CL,-,-,CL_0000066,CL_0000066,UBERON_0000992,UBERON_0000992,BTO_0002564,BTO_0003448
Rectal Mucosa Donor 31,A,-,-,CL_0002253,CL_0002556,UBERON_0003346,UBERON_0003165,-,-
coronary_artery,A,-,-,-,CL_0002139,UBERON_0001621,UBERON_0004138,BTO_0000290,BTO_0000314
H3.3K27WT_2192,-,-,-,-,CL_0000031,UBERON_0000955,UBERON_0001013,-,-
GM18505,CL,CLO_0024913,-,CL_0000236,CL_0000236,UBERON_0000178,UBERON_0000178,-,-
Fetal Intestine,A,-,-,CL_0002563,CL_0002254,UBERON_0000160,UBERON_0002107,BTO_0000648,BTO_0000662
NK_1_BCC,CT,-,-,CL_0000623,CL_0000623,UBERON_0002405,UBERON_0000178,BTO_0000914,BTO_0000776
neuron-progenitor,CT,-,-,CL_0011020,CL_0011020,UBERON_0001016,UBERON_0001016,-,-
HCT116_GLIS2.2-DMSO,CL,CLO_0003665,CLO_0003666,CL_0011108,CL_0011108,UBERON_0001155,UBERON_0001155,BTO_0001109,BTO_0001109
Intestine_Unknown.8_intestine,A,-,-,CL_0002563,CL_0011108,UBERON_0000160,UBERON_0000160,BTO_0000648,BTO_0000516
STAD,CT,-,-,CL_0002659,CL_0011108,UBERON_0000945,UBERON_0000945,BTO_0000036,BTO_0001521
Fetal Stomach,A,-,-,-,-,UBERON_0000945,UBERON_0000945,-,BTO_0001307
Human Monocytes/Macrophages,CT,-,-,CL_0000235,CL_0000235,UBERON_0000178,UBERON_0000178,BTO_0000801,BTO_0000942
Cardiac progenitor cells,CT,-,-,CL_0000680,CL_0011027,UBERON_0000948,UBERON_0000948,-,BTO_0005308
DU145_prostate_carcinoma_FOXA1_ARQ6540X,CL,CLO_0002840,CLO_0007818,CL_0002231,CL_0002231,UBERON_0002367,UBERON_0002367,BTO_0001332,BTO_0001333
Th2_t-infiltrating,CT,-,-,CL_0000546,CL_0000545,UBERON_0002405,UBERON_0002405,BTO_0001679,BTO_0000915
P493-6_B-cell_lymphoma_CMYC_24H,CL,-,-,CL_0000236,CL_0000236,UBERON_0000178,UBERON_0000178,BTO_0003291,-
ILC3,CT,-,-,CL_0001071,CL_0000542,UBERON_0002405,UBERON_0000178,-,-
Preadipocyte - omental donor3,CT,-,-,CL_0002334,CL_0002334,UBERON_0010414,UBERON_0010137,BTO_0001107,BTO_0001086
MPAL4_T1_4,CT,-,-,CL_0000988,CL_0000988,UBERON_0000178,UBERON_0000178,-,-
LS174T_colon_adenocarcinoma,CL,CLO_0007403,CLO_0007328,CL_0011108,CL_0011108,UBERON_0001155,UBERON_0001155,BTO_0001553,BTO_0000761
CD14_Mono,CT,-,-,CL_0001054,CL_0011020,UBERON_0000178,UBERON_0000178,BTO_0000876,BTO_0000876
BCPAP_Poorly_differentiated_thyroid_gland_carcinoma,CL,CLO_0001906,CLO_0001621-,CL_0002257,CL_0000057-,UBERON_0002046,UBERON_0000166-,BTO_0004736,BTO_0006053-
carcinosarcoma cell line:JHUCS-1,CL,CLO_0050879,CLO_0037273,CL_0002149,CL_1001592,UBERON_0000995,UBERON_0001638,-,-
LNCaP95_shARv7_DHT,CL,-,CLO_0037116,CL_0002231,CL_0002231,UBERON_0002367,UBERON_0002367,BTO_0006264,BTO_0006565
IIDP/donor790,CT,-,-,-,CL_0000031,UBERON_0000925,UBERON_0000955,-,-
BI_CD8_Memory_7pool,CT,-,-,CL_0000909,CL_0000625,UBERON_0002405,UBERON_0002405,-,-
CRC_17A,CL,-,-,CL_0011108,CL_0011108,UBERON_0001155,UBERON_0001155,-,-
Adipocyte - subcutaneous donor2,CT,-,-,CL_0002521,CL_0000162,UBERON_0002190,UBERON_0001003,-,BTO_0000453
trophoblast__SynT,CT,-,-,CL_0000351,CL_0000310,UBERON_0000088,UBERON_0000088,BTO_0001079,-
hESC-1_Embryonic_stem_cells_DIFF_D2,CL,CLO_0037281,-,CL_0002322,CL_0002322,UBERON_0000922,UBERON_0000922,BTO_0006080,BTO_0006089
pancreatic-islets-F,A,-,-,CL_0008024,CL_0008024,UBERON_0000006,UBERON_0000006,BTO_0000991,BTO_0000725
WA01_H1_human_embryonic_stem_cells,CL,-,-,CL_0002322,CL_0002322,UBERON_0000922,UBERON_0000922,BTO_0006060,BTO_0001086
J82,CL,CLO_0007006,CLO_0007996,CL_1001319,CL_0000076,UBERON_0001255,UBERON_000sab2,BTO_0001671,BTO_0000943
LNCaP95_shGFP_DHT,CL,-,CLO_0037116,CL_0002231,CL_0002231,UBERON_0002367,UBERON_0002367,BTO_0006264,BTO_0006569
GM19239,CL,CLO_0027144,CLO_0026847,CL_0000236,CL_1000098,UBERON_0000178,UBERON_0000178,-,-
Smooth Muscle Cells - Esophageal donor1,CT,-,-,CL_0000192,CL_0002592,UBERON_0002112,UBERON_0004251,-,-
DLD1,CL,CLO_0002785,CLO_0007943,CL_0011108,CL_0010004,UBERON_0001155,UBERON_0001155,BTO_0000391,BTO_0001005
ZR-75-1,CL,-,CLO_0050047,CL_0002327,CL_0002327,UBERON_0000310,UBERON_0000310,BTO_0003136,BTO_0005500
SK-MEL-5_DMSO_6h,CL,CLO_0009047,CLO_0009322,CL_0000148,CL_0000148,UBERON_0001003,UBERON_0001003,BTO_0002134,BTO_0001851
HaCaT_keratinocytes_caRAS_TGFB,CL,CLO_0053179,CLO_0053,CL_0000312,CL_0000312,UBERON_0001003,UBERON_0001003,BTO_0000552,BTO_0002004
LC-1F,CL,CLO_0050026,CLO_0037135,CL_0000076,CL_0000082,UBERON_0002048,UBERON_0002048,-,-
duodenum fetal donor1 tech_rep2,A,-,-,CL_0002254,CL_0002554,UBERON_0002114,UBERON_0002107,BTO_0000365,BTO_0000038
MDA-MB-453_breast_adenocarcinoma_R1881_SICTR,CL,CLO_0007640,CLO_0007642,CL_0002327,CL_0002327,UBERON_0000310,UBERON_0000310,BTO_0001908,BTO_0001535
8305C,CL,CLO_0001510,-,CL_0002257,CL_0002178,UBERON_0002046,UBERON_0001043,BTO_0000919,-
primary-monocyte,CT,-,-,CL_0000576,CL_0000576,UBERON_0000178,UBERON_0000178,BTO_0000876,BTO_0000876
HUVEC,CL,CLO_0004307,CLO_0037377,CL_0002618,CL_0002618,UBERON_0002331,UBERON_0002331,BTO_0001949,BTO_0001949
ChTRT,CL,-,-,CL_0002252,-,UBERON_0001043,UBERON_0002107,-,-
Bone_marrow_derived_macrophage,CT,-,-,CL_0000235,CL_0000235,UBERON_0002371,UBERON_0002371,BTO_0000801,BTO_0000895
MM_1S,CL,CLO_0037203,-,CL_0000945,CL_0000945,UBERON_0000178,UBERON_0000178,BTO_0003933,BTO_0002723
Myeloid_placenta_2,CT,-,-,CL_0000763,CL_0000763,UBERON_0001987,UBERON_0001987,BTO_0000906,BTO_0000903
M-MOK,CL,CLO_0051548,-,CL_0000553,CL_0000235,UBERON_0002371,UBERON_0000178,-,-
SK-UT-1,CL,CLO_0009065,-,CL_0000192,CL_0009043,UBERON_0001296,UBERON_0002371,BTO_0002034,-
LNCaP_prostate_carcinoma_SICTR_TNFA,CL,CLO_0007365,CLO_0002415,CL_0002231,CL_0002231,UBERON_0002367,UBERON_0002367,BTO_0001321,BTO_0005481
pDC,CT,-,-,CL_0000784,CL_0000552,UBERON_0000178,UBERON_0000178,BTO_0004625,BTO_0004733
MFH-ino,CL,CLO_0050084,-,-,-,UBERON_0002384,-,-,-
MLS 1765-92,CT,-,-,CL_0000136,CL_0000097,UBERON_0001013,UBERON_0000979,-,-
B lymphoblastoid Cell,CT,-,-,CL_0017006,CL_0000015,UBERON_0000178,UBERON_0000178,BTO_0002878,BTO_0000019
LNCaP_DHT_DMSO_6h,CL,CLO_0007365,CLO_0007365,CL_0002231,CL_0002231,UBERON_0002367,UBERON_0002367,BTO_0001321,BTO_0001321
astrocyte_of_the_spinal_cord,CT,-,-,CL_0002606,CL_0002583,UBERON_0002240,UBERON_0002342,-,BTO_0000188
KMS28BM,CL,-,CLO_0037243,CL_0000786,CL_0002319,UBERON_0000178,UBERON_0000178,-,BTO_0004060
hMGLs_WT,CT,-,-,CL_0000125,CL_0000125,UBERON_0000955,UBERON_0000955,BTO_0002606,BTO_0002566
Fetal_heart,A,-,-,CL_0002494,CL_0002494,UBERON_0000948,UBERON_0000948,BTO_0000562,BTO_0000299
bile duct carcinoma cell line:HuCCT1,CL,CLO_0050009,CLO_0050052,CL_0000068,CL_0002149,UBERON_0002394,UBERON_0010934,BTO_0003911,-
BA40_brodmann_area_40,A,-,-,CL_0002319,CL_0002319,UBERON_0013573,UBERON_0000955,-,-
Colon smooth muscle,A,-,-,CL_1000280,CL_0002575,UBERON_0004220,UBERON_0004229,-,BTO_0004707
UCSD_Right_Atrium,A,-,-,CL_0002494,CL_0002494,UBERON_0002078,UBERON_0002080,BTO_0001703,BTO_0001722
Karpas-45,CL,CLO_0007067,-,CL_0000084,CL_0000236,UBERON_0000178,UBERON_0000178,-,BTO_0003978
Hair Follicle Dermal Papilla Cells donor2,CT,-,-,CL_0000346,CL_0000302,UBERON_0002073,UBERON_0001839,BTO_0005569,BTO_0000781
WI-38,CL,CLO_0009594,CLO_0008086,CL_0002553,CL_0002553,UBERON_0002048,UBERON_0001332,BTO_0000458,BTO_0000017
Ca Ski,CL,CLO_0002165,CLO_0003602,CL_1001575,CL_0002651,UBERON_0000002,UBERON_0000002,BTO_0003109,BTO_0001208
CHLA-10,CT,-,-,CL_0001035,CL_0000047,UBERON_0002481,UBERON_0001017,-,-
CD4+CD25+CD45RA- memory regulatory T cells expanded donor3,CT,-,-,CL_0002678,CL_0000902,UBERON_0002405,UBERON_0002405,-,-
