Label,Type,CLO_C,CLO_M,CL_C,CL_M,UBERON_C,UBERON_M,BTO_C,BTO_M
trophoblast__SynT,CT,-,CLO_0014819,CL_0000351,CL_0000234,UBERON_0000088,UBERON_0001000,BTO_0001079,BTO:0001079
hESC-1_Embryonic_stem_cells_DIFF_D2,CL,CLO_0037281,CLO_0000030,CL_0002322,CL:0000002,UBERON_0000922,UBERON_0001000,BTO_0006080,BTO_0000375
pancreatic-islets-F,A,-,CLO_0000052,CL_0008024,CL_0000062,UBERON_0000006,UBERON_0001009,BTO_0000991,BTO:0000371
WA01_H1_human_embryonic_stem_cells,CL,-,CLO_0000020,CL_0002322,CL:0000001,UBERON_0000922,UBERON_0000064,BTO_0006060,BTO:0000189
LNCaP-C4-2,CL,-,CLO_0000000,CL_0002231,CL:0000001,UBERON_0002367,UBERON:0000955,BTO_0005672,BTO:0005672
MCF7_Invasive_ductal_breast_carcinoma_GLYC,CL,CLO_0007606,CLO_0000214,CL_0002327,CL:0000002,UBERON_0000310,UBERON_0002045,BTO_0000093,BTO:0000051
J82,CL,CLO_0007006,CLO_0000012,CL_1001319,CL_0000123,UBERON_0001255,UBERON_0000010,BTO_0001671,obo:BTO_0002889
LNCaP95_shGFP_DHT,CL,-,obo:CLO_0000178,CL_0002231,CL:0000001,UBERON_0002367,UBERON:0000010,BTO_0006264,BTO_0000420
GM19239,CL,CLO_0027144,CLO_0000000,CL_0000236,CL_0000001,UBERON_0000178,UBERON_0000000,-,BTO:0001991
Smooth Muscle Cells - Esophageal donor1,CT,-,CLO_0000054,CL_0000192,CL:0000124,UBERON_0002112,UBERON_0002040,-,BTO:0000422
DLD1,CL,CLO_0002785,CLO_0000001,CL_0011108,CL:0000065,UBERON_0001155,UBERON:0000013,BTO_0000391,BTO:0001234
ZR-75-1,CL,-,CLO_0000001,CL_0002327,CL_0000001,UBERON_0000310,UBERON_0007753,BTO_0003136,BTO_0001234
SK-MEL-5_DMSO_6h,CL,CLO_0009047,CLO_0000035,CL_0000148,CL:0000001,UBERON_0001003,UBERON_0001016,BTO_0002134,obo:BTO_0001614
HaCaT_keratinocytes_caRAS_TGFB,CL,CLO_0053179,CLO_0000001,CL_0000312,CL_0000099,UBERON_0001003,UBERON_0000063,BTO_0000552,BTO:0000010
LC-1F,CL,CLO_0050026,CLO_0000001,CL_0000076,CL_0000001,UBERON_0002048,UBERON_0001234,-,BTO:0003514
duodenum fetal donor1 tech_rep2,A,-,CLO_0000060,CL_0002254,CL_0000235,UBERON_0002114,UBERON_0002049,BTO_0000365,BTO:0000473
PC3,CL,CLO_0008395,CLO_0000010,CL_0002231,CL_0000001,UBERON_0002367,UBERON:0000010,BTO_0001061,BTO:0000495
MDA-MB-453_breast_adenocarcinoma_R1881_SICTR,CL,CLO_0007640,CLO_0000036,CL_0002327,CL_0000001,UBERON_0000310,UBERON_0002046,BTO_0001908,BTO:0001234
8305C,CL,CLO_0001510,CLO_0000123,CL_0002257,CL_0000000,UBERON_0002046,obo:UBERON_0014679,BTO_0000919,obo:BTO_0005375
primary-monocyte,CT,-,CLO_0000001,CL_0000576,CL:0000259,UBERON_0000178,UBERON_0001001,BTO_0000876,BTO_0000034
HUVEC,CL,CLO_0004307,CLO_0002299,CL_0002618,CL_0000110,UBERON_0002331,UBERON:0006154,BTO_0001949,BTO:0000420
ChTRT,CL,-,CLO_0008888,CL_0002252,CL:0000702,UBERON_0001043,UBERON:0000010,-,BTO:0004680
Bone_marrow_derived_macrophage,CT,-,CLO_0000075,CL_0000235,CL_0000235,UBERON_0002371,UBERON_0001003,BTO_0000801,BTO_0000337
MM_1S,CL,CLO_0037203,CLO_0000001,CL_0000945,CL_0000001,UBERON_0000178,UBERON:0000955,BTO_0003933,BTO_0000001
Myeloid_placenta_2,CT,-,CLO_0000027,CL_0000763,CL_0000003,UBERON_0001987,UBERON:0001000,BTO_0000906,BTO_0000345
M-MOK,CL,CLO_0051548,CLO_0000001,CL_0000553,CL:0000001,UBERON_0002371,UBERON_0002354,-,obo:BTO_0001614
SK-UT-1,CL,CLO_0009065,CLO_0000001,CL_0000192,CL_0000001,UBERON_0001296,UBERON_0001234,BTO_0002034,BTO:0002034
LNCaP_prostate_carcinoma_SICTR_TNFA,CL,CLO_0007365,CLO_0000001,CL_0002231,CL_0000099,UBERON_0002367,UBERON:0002103,BTO_0001321,BTO:0000257
pDC,CT,-,CLO_0000057,CL_0000784,CL_0000066,UBERON_0000178,UBERON_0001000,BTO_0004625,BTO:0000001
MFH-ino,CL,CLO_0050084,CLO_0000012,-,CL:0000001,UBERON_0002384,UBERON_0001000,-,obo:BTO_0001958
MLS 1765-92,CT,-,CLO_0000178,CL_0000136,CL_0000001,UBERON_0001013,UBERON:0005000,-,BTO:0005547
B lymphoblastoid Cell,CT,-,CLO_0000072,CL_0017006,CL:0000743,UBERON_0000178,UBERON:0002104,BTO_0002878,BTO:0000200
LNCaP_DHT_DMSO_6h,CL,CLO_0007365,obo:CLO_0000178,CL_0002231,CL:0000001,UBERON_0002367,UBERON_0002105,BTO_0001321,obo:BTO_0002424
astrocyte_of_the_spinal_cord,CT,-,CLO_0000012,CL_0002606,CL_0000113,UBERON_0002240,UBERON_0002112,-,BTO_0000186
KMS28BM,CL,-,CLO_0000034,CL_0000786,CL:0000001,UBERON_0000178,UBERON:0000000,-,BTO:0006461
hMGLs_WT,CT,-,CLO_0000001,CL_0000125,CL_0000123,UBERON_0000955,UBERON_0001234,BTO_0002606,BTO:0004439
Fetal_heart,A,-,CLO_0000020,CL_0002494,CL_0000219,UBERON_0000948,UBERON_0001000,BTO_0000562,BTO_0000332
bile duct carcinoma cell line:HuCCT1,CL,CLO_0050009,CLO_0000000,CL_0000068,CL_0000001,UBERON_0002394,UBERON:0002048,BTO_0003911,BTO:0000123
BA40_brodmann_area_40,A,-,CLO_0000100,CL_0002319,CL_0000042,UBERON_0013573,UBERON_0000023,-,obo:BTO_0001614
Colon smooth muscle,A,-,CLO_0000054,CL_1000280,CL_0000123,UBERON_0004220,UBERON_0002041,-,BTO:0000240
UCSD_Right_Atrium,A,-,CLO_0000123,CL_0002494,CL_0000060,UBERON_0002078,UBERON:0002040,BTO_0001703,BTO_0000250
Karpas-45,CL,CLO_0007067,CLO_0000001,CL_0000084,CL:0000000,UBERON_0000178,UBERON:0000010,-,BTO:0004981
Hair Follicle Dermal Papilla Cells donor2,CT,-,CLO_0000064,CL_0000346,CL_0000001,UBERON_0002073,UBERON_0001000,BTO_0005569,BTO:0000360
WI-38,CL,CLO_0009594,CLO_0000638,CL_0002553,CL_0000000,UBERON_0002048,UBERON_0000014,BTO_0000458,BTO:0002204
Ca Ski,CL,CLO_0002165,CLO_0000123,CL_1001575,CL_0000000,UBERON_0000002,UBERON_0000317,BTO_0003109,BTO_0000150
OVCAR8_high_grade_ovarian_serous_adenocarcinoma,CL,-,CLO_0000064,CL_0000066,CL_0000094,UBERON_0000992,UBERON_0001000,BTO_0003054,BTO:0000115
CHLA-10,CT,-,CLO_0000001,CL_0001035,CL_0000001,UBERON_0002481,UBERON:0001000,-,obo:BTO_0001242
CD4+CD25+CD45RA- memory regulatory T cells expanded donor3,CT,-,CLO_0000001,CL_0002678,CL:0000012,UBERON_0002405,UBERON_0000105,-,BTO_0000705
Hs 769.T,CL,CLO_0004103,CLO_0000123,CL_1000296,CL_0000001,UBERON_0000057,UBERON_0001010,-,obo:BTO_0001614
Chondrocyte - re diff donor3,CT,-,CLO_0000034,CL_0000138,CL_0000123,UBERON_0002418,UBERON_0002100,BTO_0000249,BTO:0003858
CD8+ T Cells donor2,CT,-,CLO_0000087,CL_0000625,CL:0000861,UBERON_0002405,UBERON_0001014,BTO_0000289,BTO_0000135
MCF7_Invasive_ductal_breast_carcinoma_SICTR_E2,CL,CLO_0007606,CLO_0000030,CL_0002327,CL_0000235,UBERON_0000310,UBERON_0002046,BTO_0000093,BTO:0000139
NCI-H446_no infection,CL,CLO_0008088,CLO_0000031,CL_0000082,CL_0000001,UBERON_0002048,-,-,BTO:0000450
thymus,A,-,CLO_0000001,CL_0002293,CL_0000123,UBERON_0002370,UBERON_0002048,BTO_0001374,BTO:0000254
BT-474_breast_invasive_ductal_carcinoma_HRG,CL,CLO_0002042,CLO_0000052,CL_0002327,CL_4006001,UBERON_0000310,UBERON_0001002,BTO_0001932,BTO:0000012
2489,-,-,CLO_0000000,-,CL_00002489,UBERON_0000955,UBERON:0002489,-,BTO:0002489
MCF7L-P_0h,CL,-,CLO_0000001,CL_0002327,CL:0000001,UBERON_0000310,UBERON:0000070,-,obo:BTO_0001577
parietal lobe fetal donor1,A,-,CLO_0000123,CL_0002319,CL_0000010,UBERON_0001872,UBERON_0002041,BTO_0001001,BTO_0000323
CD4_ab_T_Th,CT,-,CLO_0000056,CL_0000492,CL:0000237,UBERON_0002405,UBERON_0000014,BTO_0002417,BTO:0000240
Smooth Muscle Cells - Tracheal donor1,CT,-,CLO_0000065,CL_0019019,CL:0000720,UBERON_0003387,UBERON_0006372,BTO_0004403,BTO:0000378
SK-N-SH_neuroblastoma,CL,CLO_0009059,CLO_0000034,CL_0000031,CL_0000032,UBERON_0000955,UBERON_0000953,BTO_0001620,BTO:0000145
HCCLM3,CL,-,CLO_0000001,CL_0000182,CL_0000001,UBERON_0002107,UBERON:0002103,BTO_0004469,BTO:0004469
Gingival epithelial cells donor3 (GEA15),CT,-,CLO_0000055,CL_0002621,CL_0000066,UBERON_0001949,UBERON_0002044,-,BTO_0000250
U266B1,CL,CLO_0009458,CLO_0000001,CL_0000236,CL_0000001,UBERON_0000178,UBERON_0000010,-,BTO:0006067
OVCAR-3,CL,CLO_0008279,CLO_0000035,CL_0000066,CL:0000001,UBERON_0000992,UBERON_0001015,BTO_0000812,obo:BTO_0001242
SW620,CL,CLO_0009221,CLO_0000001,CL_0011108,CL_0000004,UBERON_0001155,UBERON_0001000,BTO_0000675,BTO:0000675
TC-32,CL,-,CLO_0008709,-,CL:0000001,UBERON_0002204,UBERON:0000000,BTO_0004227,obo:BTO_0001614
SNU16,CL,CLO_0009095,CLO_0000012,CL_0002178,CL:0000001,UBERON_0000945,UBERON:0009474,BTO_0004987,obo:BTO_0001614
RPMI-8226,CL,-,CLO_0000001,CL_0000945,CL_0000001,UBERON_0000178,UBERON:0000011,-,obo:BTO_0001614
GM06077,CL,CLO_0023602,CLO_0000000,CL_0000236,CL_0000001,UBERON_0000178,UBERON_0000010,-,obo:BTO_0001614
OCI-LY10_diffuse_large_B-cell_lymphoma,CL,-,CLO_0000054,CL_0000236,CL_0000235,UBERON_0000029,UBERON_0002395,-,BTO:0000134
Astrocyte_Oligo_1,CT,-,CLO_0000053,CL_0000125,CL_0000001,UBERON_0000955,UBERON_0002374,-,BTO:0000250
hFOB_1_19_fetal_osteoblast,CL,CLO_0003737,CLO_0000054,CL_0000062,CL_0000003,UBERON_0002481,UBERON_0006512,BTO_0005224,BTO:0000481
primordial-germ-cell-like-cell,CT,-,CLO_0007003,CL_0000670,CL:0000048,UBERON_0000991,UBERON_0000288,-,BTO:0000205
H441,CL,CLO_0008087,CLO_0000001,CL_0000158,CL:0000001,UBERON_0002048,UBERON:0000017,BTO_0001910,BTO_0000000
AMIPS6,-,-,CLO_0000001,-,CL_0000456,-,UBERON_0005785,-,obo:BTO_0005265
MO91,CL,-,CLO_0000001,CL_0000763,CL_0000001,UBERON_0000178,UBERON_0000000,BTO_0005491,obo:BTO_0001289
T3M-3,CL,CLO_0050641,CLO_0000000,CL_0000351,CL_0000001,UBERON_0000088,UBERON:0000011,-,obo:BTO_0001614
Excitatory_neur_cerebrum_7,CT,-,CLO_0000001,CL_0000540,CL:0000003,UBERON_0000955,UBERON_0002100,-,BTO_0000321
Stromal_intestine_3,CT,-,CLO_0000022,CL_0000499,CL_0000628,UBERON_0000160,UBERON_0002040,-,BTO_0000123
Synoviocyte donor2,CT,-,CLO_0000031,CL_0000214,CL_0000234,UBERON_0003668,UBERON:0006101,BTO_0003742,BTO_0006373
GM04648,CL,CLO_0018967,CLO_0000012,CL_0000236,CL_0000001,UBERON_0000178,UBERON_0000010,-,BTO:0002540
UACC-62,CL,-,CLO_0003359,CL_2000000,CL_0000123,UBERON_0001003,UBERON_0000010,BTO_0004152,BTO_000062
normal intestinal epithelial cell line:FHs 74 Int,CL,CLO_0003245,CLO_0000060,CL_0002254,CL_0000001,UBERON_0002108,UBERON_0002387,-,BTO:0000001
heart adult diseased post-infarction donor1,A,-,CLO_0000001,CL_0002494,CL_0000123,UBERON_0000948,UBERON_0002041,-,BTO_0006369
S462_PRC2 mutant,CL,-,CLO_0000001,CL_0000218,CL_0000001,UBERON_0001016,UBERON_0001010,-,BTO:0001234
FL10,CL,-,CLO_0000001,CL_0000236,CL_0000001,UBERON_0000029,UBERON:0000000,-,obo:BTO_0001614
GM12878_Lymphoblastoid,CL,CLO_0022851,CLO_0000001,CL_0000236,CL_0000066,UBERON_0000178,UBERON_0000062,BTO_0006353,BTO:0000123
PC-9,CL,-,CLO_0000069,CL_0000082,CL_0000123,UBERON_0002048,UBERON_0001234,BTO_0005518,obo:BTO_0002889
MOLM-13_empty vector,CL,CLO_0009848,CLO_0000001,CL_0000763,CL_0000001,UBERON_0000178,UBERON_0001000,BTO_0004175,BTO:0004175
IMR32,CL,CLO_0006948,CLO_0000060,CL_0000031,CL_0000001,UBERON_0000955,UBERON:0000084,BTO_0000934,BTO_0001416
neutrophils,CT,-,CLO_0000041,CL_0000775,CL:0000235,UBERON_0000178,UBERON_0000025,BTO_0000130,BTO:0000348
iPS-15b Cells,CL,-,CLO_0027359,CL_0002248,CL_0000001,-,UBERON_0001010,-,BTO_0000123
HMEC_human_mammary_epithelial_cells,CT,-,CLO_0000025,CL_0002327,CL:0000183,UBERON_0000310,UBERON_0002047,BTO_0004300,BTO:0000378
LNCaP_prostate_carcinoma_SHFOXA1_R1881,CL,CLO_0007365,CLO_0000030,CL_0002231,CL_0000001,UBERON_0002367,UBERON_0002012,BTO_0001321,BTO:0000055
T_cell_C,CT,-,CLO_0000022,CL_0000084,CL:0000785,UBERON_0000178,UBERON:0000036,BTO_0000782,BTO_0000421
IMR90_lung_fibroblasts_SENES_SHP53,CL,CLO_0006951,CLO_0000062,CL_0002553,CL_0000235,UBERON_0002048,UBERON:0002104,BTO_0001229,BTO:0000354
V389,CL,-,CLO_0000382,CL_0011108,CL_0000001,UBERON_0001155,UBERON:0000010,-,obo:BTO_0002871
LNCaP_prostate_carcinoma_DHT24H_SHFOXA1,CL,CLO_0007365,CLO_0000001,CL_0002231,CL_0000010,UBERON_0002367,UBERON_0002100,BTO_0001321,BTO:0000012
Day6 Plasmablast CD23- memory B cell,CT,-,CLO_0000012,CL_0000980,CL:0000234,UBERON_0002405,UBERON_0001003,-,BTO:0000323
Pre_B_healthy,CT,-,CLO_0000001,CL_0000817,CL:0000001,UBERON_0002371,UBERON_0000466,BTO_0001133,BTO:0001133
HL-60_CTRL,CL,CLO_0003775,CLO_0000001,CL_0000763,CL_0000123,UBERON_0000178,UBERON:0001000,BTO_0000738,BTO_0000123
GIST882_Gastrointestinal_stromal_tumor,CL,-,CLO_0000001,CL_0002319,CL_0000165,UBERON_0001555,UBERON:0006128,-,BTO:0000147
Ciliated_cells_C,CT,-,CLO_0000072,CL_0000064,CL_0000060,UBERON_0002048,UBERON_0001002,-,BTO_0000201
Myeloid_heart,CT,-,CLO_0000012,CL_0000763,CL_0000540,UBERON_0000948,UBERON_0002106,BTO_0000906,BTO:0004294
CTR shCtrl,-,-,CLO_0000042,-,CL_0000001,UBERON_0001134,UBERON_0002048,-,BTO:0001234
left ventricle_LV1558,A,-,CLO_0000006,CL_0002494,CL:0000120,UBERON_0002084,UBERON:0002101,BTO_0001629,BTO:0005072
neutrophils_US,CT,-,CLO_0000010,CL_0000775,CL:0000234,UBERON_0000178,UBERON_0002390,BTO_0000130,BTO:0000351
breast_tumour_metastasis,CT,-,CLO_0000065,-,CL:0000010,UBERON_0000310,UBERON_0001001,BTO_0000150,BTO:0000215
T (PB),CL,-,-,CL_0000084,-,UBERON_0000178,UBERON:0002025,BTO_0000782,BTO:0000001
SKMEL30,CL,CLO_0009045,CLO_0000001,CL_0000148,CL_0000001,UBERON_0001003,UBERON:0000012,BTO_0002133,BTO_0000123
RL_WT_gRNA1,CL,CLO_0008828,CLO_0007011,CL_0000236,CL:0000001,UBERON_0000178,UBERON:0002100,BTO_0003230,BTO:0002813
SGBS_adipocyte,CT,-,CLO_0000001,CL_0000136,CL:0000122,UBERON_0001013,UBERON_0001000,-,BTO:0002298
HUES64 derived CD184+ endoderm,CT,-,CLO_0001001,CL_0000223,CL_0000012,UBERON_0000925,UBERON_0001000,-,BTO_0000000
mesothelioma cell line:ACC-MESO-1,CL,CLO_0050082,CLO_0000001,CL_0002078,CL_0000001,UBERON_0000977,UBERON_00022525,BTO_0005907,BTO:0000123
primary-prostate-cancer,CT,-,CLO_0000059,CL_0002231,CL_0000064,UBERON_0002367,UBERON_0002361,BTO_0001033,BTO:0000295
Matrix_Fibrob_2_F,CT,-,CLO_0000123,CL_0000057,CL_0000001,UBERON_0002384,UBERON:0001000,BTO_0000452,BTO:0000460
RH18,CL,-,CLO_0000001,CL_0002598,CL_0000001,UBERON_0004895,UBERON_0006101,BTO_0005380,BTO:0002458
GM06990,CL,CLO_0036556,CLO_0000001,CL_0000236,CL_0000001,UBERON_0000178,UBERON_0000955,-,obo:BTO_0001262
NB4,CL,CLO_0007947,-,CL_0000763,CL:0000000,UBERON_0000178,UBERON_0001234,BTO_0002136,BTO_0001643
GP5d_colon_adenocarcinoma,CL,CLO_0003555,CLO_0000012,CL_0011108,CL_0000160,UBERON_0001155,UBERON_0002044,-,BTO:0000344
migratory langerhans cells donor1,CT,-,CLO_0000001,CL_0000453,CL_0000244,UBERON_0000006,UBERON_0001005,BTO_0000705,BTO_0000149
kidney-cortex,A,-,CLO_0000052,CL_1000497,CL_0000247,UBERON_0001225,UBERON_0002114,BTO_0001166,BTO:0000428
GM13977_female_B-cells,CL,CLO_0033829,CLO_0028264,CL_0000236,CL_0000236,UBERON_0000178,UBERON:0001000,-,BTO:0000192
lower_leg_skin,CT,-,CLO_0000001,CL_0000066,CL_0000123,UBERON_0004264,UBERON:0005011,-,BTO:0000251
M0-91_acute_myeloid_leukemia_27A_100UM,CL,-,CLO_0000050,CL_0000763,CL_0000001,UBERON_0000178,UBERON:0000016,BTO_0005491,BTO:0000001
GBM34,CT,CLO_0003456,CLO_0000001,CL_0000125,CL_0000000,UBERON_0000955,UBERON:0001234,-,BTO_000034
SUM149,CL,CLO_0009917,CLO_0000123,CL_0002327,CL_0000001,UBERON_0000310,UBERON:0000010,BTO_0005475,obo:BTO_0001494
H82,CL,CLO_0008118,CLO_0000001,CL_0000082,CL:0000001,UBERON_0002048,UBERON_0000000,BTO_0003026,obo:BTO_0001289
AsPC1 WT,CL,CLO_0001756,CLO_0003721,CL_0000083,CL_0000065,UBERON_0001264,UBERON:0001234,BTO_0001864,BTO:0000203
MDAMB231,CL,CLO_0007634,CLO_0001631,CL_0002327,CL_0000001,UBERON_0000310,UBERON_0000460,BTO_0000815,obo:BTO_0001614
iPS DF 6.9 cells,CL,CLO_0037308,CLO_0034623,CL_0002248,CL_0000001,-,UBERON_0002100,-,BTO:0002974
NHEK-epidermal keratinocyte,CT,-,CLO_0000021,CL_0000312,CL_0000001,UBERON_0001003,UBERON_0002102,BTO_0003182,BTO:0000338
CRC_myeloid_1,CT,-,CLO_0000001,CL_0000763,CL:0000001,UBERON_0000178,UBERON_0001000,BTO_0000906,BTO_0000180
ES-I3 cells,CL,-,CLO_0000072,CL_0002322,CL_0000001,UBERON_0000922,UBERON_0006506,-,BTO_0000188
KYAE1,CL,-,CLO_0000012,CL_0002252,CL_0000152,UBERON_0001043,UBERON:0000015,-,obo:BTO_0001614
left_ventricle,A,-,CLO_0000023,CL_0002494,CL_0000122,UBERON_0002084,UBERON_0002045,BTO_0001629,BTO:0001629
Foreskin Fibroblast Primary Cells skin02,CT,-,CLO_0000045,CL_1001608,CL_0000234,UBERON_0001332,UBERON_0002049,BTO_0002245,BTO:0000367
Lymphoid_intestine_0,CT,-,CLO_0000007,CL_0000542,CL_0000096,UBERON_0000160,UBERON_0002048,-,BTO:0000010
HeLa_2_high,CL,CLO_0003684,CLO_0000001,CL_0002535,CL_0000001,UBERON_0000002,UBERON:0001000,BTO_0000567,BTO:0000001
MDA-MB-231,CL,CLO_0007634,CLO_0000012,CL_0002327,CL_0000002,UBERON_0000310,UBERON:0006105,BTO_0000815,BTO:0000001
A549 TEAD2 shRNA TGFb,CL,CLO_0001601,CLO_0000001,CL_0000082,CL_0000001,UBERON_0002048,UBERON_0002108,BTO_0000018,BTO:0005014
Th17-IL-10+ Day 0,CT,-,CLO_0007000,CL_0000899,CL:0000001,UBERON_0002405,UBERON_0001000,BTO_0005655,BTO_0000012
CD34,CT,-,CLO_0000001,CL_0000037,CL_0000061,UBERON_0002371,UBERON:0002373,BTO_0000725,BTO_0000123
GM09237,CL,CLO_0012037,CLO_0000001,CL_0000236,CL_0000001,UBERON_0000178,UBERON_0002105,-,BTO:0002379
Thymic_epithelial_thymus,CT,-,CLO_0000010,CL_0002293,CL_0000062,UBERON_0002370,UBERON_0002390,-,BTO:0000055
Lateral temporal lobe_6T_AD,A,-,CLO_0000023,CL_0002319,CL_0000031,UBERON_0001871,UBERON_0001005,BTO_0001355,BTO_0000010
Whole blood (ribopure) donor090612 donation1,A,-,CLO_0000052,CL_0000988,CL_0000001,UBERON_0000178,UBERON:0000175,-,BTO:0002667
RT242,CL,-,CLO_0051530,-,CL:0000235,UBERON_0002113,-,-,BTO:0001205
BI_Adipose_Nuclei,CT,-,CLO_0000001,CL_0000136,CL_0000123,UBERON_0001013,UBERON_0006470,-,BTO:0000377
NMFH-1,CL,CLO_0050023,CLO_0000001,CL_0000057,CL:0000001,UBERON_0001465,UBERON:0001000,-,BTO:0006144
Primary T cells from cord blood,CT,-,CLO_0000057,CL_0000084,CL:0000002,UBERON_0012168,UBERON_0001002,-,BTO_0000220
testis adult pool2,A,-,CLO_0000041,-,CL_0000235,UBERON_0000473,UBERON:0002041,BTO_0001363,BTO:0000373
CD14-positive-monocyte,CT,-,CLO_0000001,CL_0001054,CL:0000230,UBERON_0000178,UBERON_0001012,BTO_0000876,BTO:0000123
Pancreas_Unknown.1_pancreas,A,-,CLO_0000064,-,CL_0000120,UBERON_0001264,UBERON_0002105,BTO_0000988,BTO:0000187
effector memory CD4+ alpha-beta T cell,CT,-,CLO_0000001,CL_0000905,CL:0000001,UBERON_0002405,UBERON_0005035,-,BTO_0000123
INR1G9,-,-,CLO_0000012,-,CL_0000000,-,UBERON_0000018,-,obo:BTO_0001494
embryonic heart_CS22,A,-,CLO_0000037,-,CL_0000120,UBERON_0000948,UBERON_0002045,-,BTO:0000340
Mesothelial_intestine,CT,-,CLO_0000049,CL_0000077,CL_0000245,UBERON_0000160,UBERON_0001013,-,BTO_0000272
psoas muscle,A,-,CLO_0000054,CL_0000737,CL_0000123,UBERON_0008450,UBERON_0002040,BTO_0001140,BTO:0000334
SNU484,CL,-,CLO_0000043,CL_0002659,CL_0000001,UBERON_0000945,UBERON:0000000,BTO_0003479,obo:BTO_0001262
monocyte-derived dendritic cells_R848_1h,CT,-,CLO_0000043,CL_0000451,CL_0000019,UBERON_0002405,UBERON_0006148,BTO_0002042,BTO:0000012
MCF10CA1a_breast_metastatic_epithelial_cells,CL,CLO_0007599,CLO_0000062,CL_0002327,CL:0000001,UBERON_0000310,UBERON_0002048,-,BTO:0000187
CD14+ monocytes - treated with Cryptococcus donor3,CT,-,CLO_0000001,CL_0001054,CL:0000075,UBERON_0000178,UBERON_0001005,BTO_0000876,BTO_0000340
kelly_DMSO_3h,CL,CLO_0007091,CLO_0000000,CL_0000031,CL:0000001,UBERON_0000955,UBERON_0000018,BTO_0006213,obo:BTO_0001433
gastric adenocarcinoma cell line:MKN45,CL,CLO_0037142,CLO_0000001,CL_0002659,CL_0000131,UBERON_0000945,UBERON:0000025,BTO_0002381,BTO:0005046
BT20,CL,-,CLO_0000123,CL_0002327,CL:0000001,UBERON_0000310,UBERON:0000010,BTO_0001466,obo:BTO_0002024
Primary T cells from?peripheral?blood,CT,-,CLO_0000007,CL_0000084,CL_0000234,UBERON_0000178,UBERON_0004534,-,BTO_0000271
primaryhepatocyte-gw4064,CT,-,CLO_0000072,CL_0000182,CL_0000122,UBERON_0002107,UBERON_0001000,BTO_0000575,BTO:0001515
surface_ectoderm_cells,CT,-,CLO_0000021,CL_0000114,CL:0000152,UBERON_0000924,UBERON_0005120,-,BTO_0000053
RPE1-anaphase/telophase,CT,-,CLO_0000001,CL_0002586,CL_0000123,UBERON_0000966,UBERON_0001013,BTO_0004910,BTO:0000123
Plasma_B_BCC,CT,-,CLO_0000123,CL_0000786,CL:0000422,UBERON_0002405,UBERON:0000117,BTO_0000392,BTO:0000392
testicular germ cell embryonal carcinoma cell line:NEC14,CL,CLO_0051392,CLO_0000003,CL_0000015,CL_0000001,UBERON_0000473,UBERON_0001000,-,BTO:0000123
SU-DHL-4,CL,CLO_0037061,CLO_0000000,CL_0000236,CL_0000001,UBERON_0000178,UBERON_0000010,BTO_0006462,BTO_0000000
Hair Follicle Dermal Papilla Cells donor1,CT,-,CLO_0000052,CL_0000346,CL_0000001,UBERON_0002073,UBERON:0004465,BTO_0005569,BTO:0000123
PrEC,CL,-,CLO_0000047,CL_0002231,CL:0000234,UBERON_0002367,UBERON_0002104,BTO_0005301,BTO:0000032
IMR-90,CL,CLO_0006951,CLO_0000001,CL_0002553,CL_0000001,UBERON_0002048,UBERON:0001000,BTO_0001229,BTO_0000001
endometrioid_adenocarcinoma,CT,-,CLO_0000045,CL_0002149,CL_0000234,UBERON_0001295,UBERON:0002391,BTO_0000658,BTO:0000255
diffuse large B-cell lymphoma cell line:CTB-1,CL,CLO_0050077,CLO_0000074,CL_0000236,CL_0000238,UBERON_0000178,UBERON_0002044,-,BTO:0000556
bipolar_spindle_neuron,CT,-,CLO_0000001,CL_0000103,CL:0000542,UBERON_0001016,UBERON_0006101,-,BTO:0000123
NCI0075,CL,-,CLO_0000000,-,CL_0000001,UBERON_0001134,-,-,BTO:0001575
226LDM_normal_breast_luminal_cells,CL,-,CLO_0000065,CL_0002326,CL:0000120,UBERON_0000310,UBERON_0001016,-,BTO:0000345
SW620_colon_adenocarcinoma,CL,CLO_0009221,CLO_0000010,CL_0011108,CL_0000001,UBERON_0001155,UBERON_0002044,BTO_0000675,BTO:0000249
Epidermal-Stem-Cells_shCTRL,CT,-,CLO_0000023,CL_1000428,CL:0000184,UBERON_0001003,UBERON_0001001,BTO_0005098,BTO:0000123
Schwann_heart,CT,-,CLO_0000001,CL_0002573,CL_0000123,UBERON_0000948,UBERON_0002102,BTO_0001220,BTO:0004996
Nucleus Pulposus Cell donor1,CT,-,CLO_0000025,CL_0000138,CL:0000249,UBERON_0002242,UBERON_0002010,BTO_0005498,BTO:0000012
KOPN-8,CL,CLO_0037178,CLO_0000032,CL_0000236,CL_0000001,UBERON_0000178,UBERON:0000017,-,BTO:0004945
OACM5.1,CL,-,CLO_0000123,CL_0002252,CL_0000001,UBERON_0001043,UBERON:0000002,-,BTO_0000001
neural-cell,CT,-,CLO_0000010,CL_0002319,CL:0000001,UBERON_0001016,UBERON_0000066,-,BTO_0000252
Placental Epithelial Cells donor1,CT,-,CLO_0000123,CL_0002577,CL_0000239,UBERON_0001987,UBERON_0001001,-,BTO:0000136
foreskin_keratinocyte,CT,-,CLO_0000001,CL_1001606,CL_0000123,UBERON_0001332,UBERON_0002042,BTO_0005481,BTO:0000001
